id,rank,date,artist,song,last_week,weeks_on_chart,peak_rank
572799,85,1959-07-13,The Tempos,See You In September,90.0,3,85
574849,86,1959-07-13,Bobby Rydell,Kissin' Time,91.0,3,86
579382,87,1959-07-13,Johnny Cash And The Tennessee Two,Katy Too,,1,87
574629,88,1959-07-13,Eddy Arnold,Tennessee Stud,,1,88
573791,89,1959-07-13,Roger Smith,Beach Time,93.0,3,89
570726,90,1959-07-13,The Impalas,"Oh, What A Fool",92.0,4,90
570871,91,1959-07-13,The Impalas,Sorry (I Ran All The Way Home),71.0,18,2
581340,92,1959-07-13,Bo Diddley,Crackin Up,98.0,2,92
581448,93,1959-07-13,The Tassels,To A Soldier Boy,,1,93
575259,94,1959-07-13,Marv Johnson,I'm Coming Home,,1,94
574326,95,1959-07-13,The Eternals,Rockin' In The Jungle,,1,95
581526,96,1959-07-13,The Shirelles,Dedicated To The One I Love,,1,96
576212,97,1959-07-13,Ritchie Valens,Little Girl,,1,97
581186,98,1959-07-13,Billy & Lillie,"Bells, Bells, Bells (The Bell Song)",,1,98
570913,99,1959-07-13,Joni James,I Still Get Jealous,,1,99
579483,100,1959-07-13,Dean Martin,On An Evening In Roma,,1,100
571675,1,1959-07-20,Paul Anka,Lonely Boy,1.0,8,1
571781,2,1959-07-20,Johnny Horton,The Battle Of New Orleans,2.0,13,1
578096,3,1959-07-20,Fabian,Tiger,6.0,6,3
578343,4,1959-07-20,Stonewall Jackson,Waterloo,4.0,9,4
581307,5,1959-07-20,Lloyd Price and His Orchestra,Personality,3.0,13,2
579856,6,1959-07-20,"Carl Dobkins, Jr.",My Heart Is An Open Book,9.0,14,6
570960,7,1959-07-20,Freddy Cannon,Tallahassee Lassie,8.0,11,6
580211,8,1959-07-20,Connie Francis,Lipstick On Your Collar,5.0,10,5
571782,9,1959-07-20,Elvis Presley With The Jordanaires,A Big Hunk O' Love,25.0,3,9
572885,10,1959-07-20,Bobby Darin,Dream Lover,7.0,14,2
577311,11,1959-07-20,Frankie Avalon,Bobby Sox To Stockings,12.0,9,8
575561,12,1959-07-20,Duane Eddy And The Rebels,Forty Miles Of Bad Road,13.0,6,12
571626,13,1959-07-20,The Flamingos,I Only Have Eyes For You,11.0,8,11
574676,14,1959-07-20,Frankie Avalon,A Boy Without A Girl,10.0,9,10
578988,15,1959-07-20,Connie Francis,Frankie,14.0,10,9
576530,16,1959-07-20,The Drifters,There Goes My Baby,20.0,8,16
572330,17,1959-07-20,Pat Boone,Twixt Twelve And Twenty,18.0,6,17
574756,18,1959-07-20,Ricky Nelson,Sweeter Than You,24.0,3,18
571783,19,1959-07-20,The Kingston Trio,M.T.A.,15.0,6,15
581291,20,1959-07-20,The Falcons,You're So Fine,17.0,14,17
574229,21,1959-07-20,The Mystics,Hushabye,27.0,9,20
575813,22,1959-07-20,Dinah Washington,What A Diff'rence A Day Makes,23.0,9,22
579728,23,1959-07-20,Ricky Nelson,Just A Little Too Much,32.0,4,23
581572,24,1959-07-20,Sammy Turner,Lavender-Blue,26.0,5,24
580489,25,1959-07-20,David Seville And The Chipmunks,Ragtime Cowboy Joe,36.0,3,25
572335,26,1959-07-20,Preston Epps,Bongo Rock,19.0,10,14
572743,27,1959-07-20,Elvis Presley With The Jordanaires,My Wish Came True,39.0,2,27
575764,28,1959-07-20,Jackie Wilson,I'll Be Satisfied,35.0,5,28
575026,29,1959-07-20,Ray Peterson,The Wonder Of You,31.0,10,25
570962,30,1959-07-20,The Skyliners,This I Swear,30.0,8,26
571140,31,1959-07-20,Tony Bellus,Robbin' The Cradle,34.0,13,31
573191,32,1959-07-20,Dee Clark,Just Keep It Up,22.0,12,18
576846,33,1959-07-20,Ray Charles and his Orchestra,What'd I Say (Part I & II),43.0,3,33
574714,34,1959-07-20,Dion & The Belmonts,A Teenager In Love,33.0,14,5
573584,35,1959-07-20,Jerry Keller,Here Comes Summer,46.0,4,35
581676,36,1959-07-20,The Coasters,Along Came Jones,16.0,10,9
576790,37,1959-07-20,The Exotic Sounds of Martin Denny,Quiet Village,21.0,15,4
573752,38,1959-07-20,Phil Phillips With The Twilights,Sea Of Love,48.0,3,38
573022,39,1959-07-20,Sam Cooke,Only Sixteen,28.0,7,28
575759,40,1959-07-20,Johnny Mathis,Small World,54.0,6,40
570866,41,1959-07-20,The Platters,Remember When,42.0,5,41
570917,42,1959-07-20,The Mickey Mozart Quintet,Little Dipper,38.0,9,30
573790,43,1959-07-20,Clyde McPhatter,Since You've Been Gone,40.0,6,40
571093,44,1959-07-20,Wilbert Harrison,Kansas City,29.0,15,1
574139,45,1959-07-20,Big Jay McNeely And Band,There Is Something On Your Mind,44.0,9,44
578647,46,1959-07-20,Andre Previn With David Rose,Like Young,51.0,6,46
581617,47,1959-07-20,Duane Eddy His Twangy Guitar And The Rebels,The Quiet Three,55.0,4,47
576886,48,1959-07-20,Jacky Noguez And His Musette Orchestra,"Ciao, Ciao Bambina",49.0,5,48
580657,49,1959-07-20,Carl Mann,Mona Lisa,41.0,8,41
579297,50,1959-07-20,Skip And Flip,It Was I,69.0,5,50
579209,51,1959-07-20,"Frank Sinatra ""and a bunch of kids""",High Hopes,56.0,6,51
578002,52,1959-07-20,Anita Bryant,Till There Was You,65.0,4,52
571916,53,1959-07-20,Jack Scott,The Way I Walk,62.0,4,53
570410,54,1959-07-20,Carl Smith,Ten Thousand Drums,79.0,3,54
575347,55,1959-07-20,The Playmates,What Is Love?,67.0,3,55
571251,56,1959-07-20,The Fiestas,So Fine,45.0,16,11
575215,57,1959-07-20,Annette,Lonely Guitar,84.0,3,57
570676,58,1959-07-20,Chuck Berry,Back In The U.S.A.,37.0,5,37
577684,59,1959-07-20,The Megatrons,Velvet Waters,68.0,8,51
573934,60,1959-07-20,Brook Benton,Thank You Pretty Baby,76.0,2,60
571135,61,1959-07-20,Perry Como,I Know,47.0,7,47
572577,62,1959-07-20,"Dave ""Baby"" Cortez",The Whistling Organ,72.0,7,61
571917,63,1959-07-20,Jimmie Rodgers,Wonderful You,58.0,6,40
579115,64,1959-07-20,Patti Page,With My Eyes Wide Open I'm Dreaming,59.0,6,59
572803,65,1959-07-20,Jimmie Rodgers,Ring-A-Ling-A-Lario,52.0,8,32
575385,66,1959-07-20,The Wailers,Tall Cool One,63.0,10,36
577409,67,1959-07-20,Marty Robbins,Cap And Gown,66.0,6,45
578944,68,1959-07-20,Johnny And The Hurricanes,Crossfire,57.0,13,23
578989,69,1959-07-20,Louis Prima And Keely Smith,Bei Mir Bist Du Schön,71.0,3,69
572659,70,1959-07-20,Ronnie Hawkins,Forty Days,53.0,7,45
570600,71,1959-07-20,Sil Austin,Danny Boy,78.0,8,59
574987,72,1959-07-20,Franck Pourcel's French Fiddles,Only You,50.0,16,9
578051,73,1959-07-20,Little Bill and The Bluenotes,I Love An Angel,70.0,5,66
574849,74,1959-07-20,Bobby Rydell,Kissin' Time,86.0,4,74
581340,75,1959-07-20,Bo Diddley,Crackin Up,92.0,3,75
581448,76,1959-07-20,The Tassels,To A Soldier Boy,93.0,2,76
570913,77,1959-07-20,Joni James,I Still Get Jealous,99.0,2,77
574326,78,1959-07-20,The Eternals,Rockin' In The Jungle,95.0,2,78
570596,79,1959-07-20,Rusty York,Sugaree,,1,79
574629,80,1959-07-20,Eddy Arnold,Tennessee Stud,88.0,2,80
572799,81,1959-07-20,The Tempos,See You In September,85.0,4,81
574225,82,1959-07-20,Brook Benton,With All Of My Heart,,1,82
581408,83,1959-07-20,Fats Domino,I'm Ready,61.0,11,16
581526,84,1959-07-20,The Shirelles,Dedicated To The One I Love,96.0,2,84
579382,85,1959-07-20,Johnny Cash And The Tennessee Two,Katy Too,87.0,2,85
570726,86,1959-07-20,The Impalas,"Oh, What A Fool",90.0,5,86
575259,87,1959-07-20,Marv Johnson,I'm Coming Home,94.0,2,87
579169,88,1959-07-20,Arthur Lyman,Taboo,64.0,6,55
572389,89,1959-07-20,Conway Twitty,Mona Lisa,,1,89
578648,90,1959-07-20,The Knightsbridge Strings,Cry,,1,90
579483,91,1959-07-20,Dean Martin,On An Evening In Roma,100.0,2,91
576212,92,1959-07-20,Ritchie Valens,Little Girl,97.0,2,92
570543,93,1959-07-20,The Exotic Sounds of Martin Denny,Martinique,,1,93
581186,94,1959-07-20,Billy & Lillie,"Bells, Bells, Bells (The Bell Song)",98.0,2,94
572930,95,1959-07-20,Ray Sharpe,Linda Lu,,1,95
573791,96,1959-07-20,Roger Smith,Beach Time,89.0,4,89
579772,97,1959-07-20,Gary Stites,A Girl Like You,,1,97
577484,98,1959-07-20,Floyd Robinson,Makin' Love,,1,98
577312,99,1959-07-20,Sarah Vaughan,Broken-Hearted Melody,,1,99
575348,100,1959-07-20,Richard Barrett With The Chantels,Summer's Love,,1,100
571675,1,1959-07-27,Paul Anka,Lonely Boy,1.0,9,1
571781,2,1959-07-27,Johnny Horton,The Battle Of New Orleans,2.0,14,1
578096,3,1959-07-27,Fabian,Tiger,3.0,7,3
578343,4,1959-07-27,Stonewall Jackson,Waterloo,4.0,10,4
571782,5,1959-07-27,Elvis Presley With The Jordanaires,A Big Hunk O' Love,9.0,4,5
579856,6,1959-07-27,"Carl Dobkins, Jr.",My Heart Is An Open Book,6.0,15,6
576530,7,1959-07-27,The Drifters,There Goes My Baby,16.0,9,7
580211,8,1959-07-27,Connie Francis,Lipstick On Your Collar,8.0,11,5
575561,9,1959-07-27,Duane Eddy And The Rebels,Forty Miles Of Bad Road,12.0,7,9
581307,10,1959-07-27,Lloyd Price and His Orchestra,Personality,5.0,14,2
579728,11,1959-07-27,Ricky Nelson,Just A Little Too Much,23.0,5,11
581572,12,1959-07-27,Sammy Turner,Lavender-Blue,24.0,6,12
571626,13,1959-07-27,The Flamingos,I Only Have Eyes For You,13.0,9,11
575813,14,1959-07-27,Dinah Washington,What A Diff'rence A Day Makes,22.0,10,14
574756,15,1959-07-27,Ricky Nelson,Sweeter Than You,18.0,4,15
577311,16,1959-07-27,Frankie Avalon,Bobby Sox To Stockings,11.0,10,8
574676,17,1959-07-27,Frankie Avalon,A Boy Without A Girl,14.0,10,10
580489,18,1959-07-27,David Seville And The Chipmunks,Ragtime Cowboy Joe,25.0,4,18
571783,19,1959-07-27,The Kingston Trio,M.T.A.,19.0,7,15
572330,20,1959-07-27,Pat Boone,Twixt Twelve And Twenty,17.0,7,17
581291,21,1959-07-27,The Falcons,You're So Fine,20.0,15,17
572743,22,1959-07-27,Elvis Presley With The Jordanaires,My Wish Came True,27.0,3,22
574229,23,1959-07-27,The Mystics,Hushabye,21.0,10,20
578988,24,1959-07-27,Connie Francis,Frankie,15.0,11,9
575764,25,1959-07-27,Jackie Wilson,I'll Be Satisfied,28.0,6,25
576846,26,1959-07-27,Ray Charles and his Orchestra,What'd I Say (Part I & II),33.0,4,26
570960,27,1959-07-27,Freddy Cannon,Tallahassee Lassie,7.0,12,6
573584,28,1959-07-27,Jerry Keller,Here Comes Summer,35.0,5,28
572885,29,1959-07-27,Bobby Darin,Dream Lover,10.0,15,2
575759,30,1959-07-27,Johnny Mathis,Small World,40.0,7,30
575347,31,1959-07-27,The Playmates,What Is Love?,55.0,4,31
576886,32,1959-07-27,Jacky Noguez And His Musette Orchestra,"Ciao, Ciao Bambina",48.0,6,32
579297,33,1959-07-27,Skip And Flip,It Was I,50.0,6,33
571140,34,1959-07-27,Tony Bellus,Robbin' The Cradle,31.0,14,31
573752,35,1959-07-27,Phil Phillips With The Twilights,Sea Of Love,38.0,4,35
578002,36,1959-07-27,Anita Bryant,Till There Was You,52.0,5,36
572335,37,1959-07-27,Preston Epps,Bongo Rock,26.0,11,14
575026,38,1959-07-27,Ray Peterson,The Wonder Of You,29.0,11,25
580657,39,1959-07-27,Carl Mann,Mona Lisa,49.0,9,39
573022,40,1959-07-27,Sam Cooke,Only Sixteen,39.0,8,28
570962,41,1959-07-27,The Skyliners,This I Swear,30.0,9,26
573790,42,1959-07-27,Clyde McPhatter,Since You've Been Gone,43.0,7,40
573191,43,1959-07-27,Dee Clark,Just Keep It Up,32.0,13,18
570866,44,1959-07-27,The Platters,Remember When,41.0,6,41
571916,45,1959-07-27,Jack Scott,The Way I Walk,53.0,5,45
581617,46,1959-07-27,Duane Eddy His Twangy Guitar And The Rebels,The Quiet Three,47.0,5,46
573934,47,1959-07-27,Brook Benton,Thank You Pretty Baby,60.0,3,47
579209,48,1959-07-27,"Frank Sinatra ""and a bunch of kids""",High Hopes,51.0,7,48
570410,49,1959-07-27,Carl Smith,Ten Thousand Drums,54.0,4,49
575215,50,1959-07-27,Annette,Lonely Guitar,57.0,4,50
581676,51,1959-07-27,The Coasters,Along Came Jones,36.0,11,9
574139,52,1959-07-27,Big Jay McNeely And Band,There Is Something On Your Mind,45.0,10,44
570676,53,1959-07-27,Chuck Berry,Back In The U.S.A.,58.0,6,37
578647,54,1959-07-27,Andre Previn With David Rose,Like Young,46.0,7,46
576790,55,1959-07-27,The Exotic Sounds of Martin Denny,Quiet Village,37.0,16,4
571135,56,1959-07-27,Perry Como,I Know,61.0,8,47
572799,57,1959-07-27,The Tempos,See You In September,81.0,5,57
575385,58,1959-07-27,The Wailers,Tall Cool One,66.0,11,36
574849,59,1959-07-27,Bobby Rydell,Kissin' Time,74.0,5,59
581448,60,1959-07-27,The Tassels,To A Soldier Boy,76.0,3,60
574714,61,1959-07-27,Dion & The Belmonts,A Teenager In Love,34.0,15,5
581340,62,1959-07-27,Bo Diddley,Crackin Up,75.0,4,62
581588,63,1959-07-27,The Browns,The Three Bells,,1,63
578944,64,1959-07-27,Johnny And The Hurricanes,Crossfire,68.0,14,23
570913,65,1959-07-27,Joni James,I Still Get Jealous,77.0,3,65
577484,66,1959-07-27,Floyd Robinson,Makin' Love,98.0,2,66
580238,67,1959-07-27,Fats Domino,I'm Gonna Be A Wheel Some Day,,1,67
571917,68,1959-07-27,Jimmie Rodgers,Wonderful You,63.0,7,40
570600,69,1959-07-27,Sil Austin,Danny Boy,71.0,9,59
577312,70,1959-07-27,Sarah Vaughan,Broken-Hearted Melody,99.0,2,70
579115,71,1959-07-27,Patti Page,With My Eyes Wide Open I'm Dreaming,64.0,7,59
570917,72,1959-07-27,The Mickey Mozart Quintet,Little Dipper,42.0,10,30
574629,73,1959-07-27,Eddy Arnold,Tennessee Stud,80.0,3,73
579483,74,1959-07-27,Dean Martin,On An Evening In Roma,91.0,3,74
573791,75,1959-07-27,Roger Smith,Beach Time,96.0,5,75
578648,76,1959-07-27,The Knightsbridge Strings,Cry,90.0,2,76
570596,77,1959-07-27,Rusty York,Sugaree,79.0,2,77
578989,78,1959-07-27,Louis Prima And Keely Smith,Bei Mir Bist Du Schön,69.0,4,69
572389,79,1959-07-27,Conway Twitty,Mona Lisa,89.0,2,79
578051,80,1959-07-27,Little Bill and The Bluenotes,I Love An Angel,73.0,6,66
579382,81,1959-07-27,Johnny Cash And The Tennessee Two,Katy Too,85.0,3,81
572659,82,1959-07-27,Ronnie Hawkins,Forty Days,70.0,8,45
572577,83,1959-07-27,"Dave ""Baby"" Cortez",The Whistling Organ,62.0,8,61
571093,84,1959-07-27,Wilbert Harrison,Kansas City,44.0,16,1
575259,85,1959-07-27,Marv Johnson,I'm Coming Home,87.0,3,85
579772,86,1959-07-27,Gary Stites,A Girl Like You,97.0,2,86
581526,87,1959-07-27,The Shirelles,Dedicated To The One I Love,84.0,3,84
570543,88,1959-07-27,The Exotic Sounds of Martin Denny,Martinique,93.0,2,88
576004,89,1959-07-27,Eddie and Betty,Sweet Someone,,3,87
572930,90,1959-07-27,Ray Sharpe,Linda Lu,95.0,2,90
581186,91,1959-07-27,Billy & Lillie,"Bells, Bells, Bells (The Bell Song)",94.0,3,91
577684,92,1959-07-27,The Megatrons,Velvet Waters,59.0,9,51
575348,93,1959-07-27,Richard Barrett With The Chantels,Summer's Love,100.0,2,93
574326,94,1959-07-27,The Eternals,Rockin' In The Jungle,78.0,3,78
574988,95,1959-07-27,Santo & Johnny,Sleep Walk,,1,95
572887,96,1959-07-27,LaVern Baker,So High So Low,,1,96
573666,97,1959-07-27,Jane Morgan,With Open Arms,,1,97
579869,98,1959-07-27,Marvin Rainwater,Half-Breed,,1,98
581335,99,1959-07-27,Kathy Linden,You Don't Know Girls,,1,99
577640,100,1959-07-27,George Jones,Who Shot Sam,,1,100
571675,1,1959-08-03,Paul Anka,Lonely Boy,1.0,10,1
571782,2,1959-08-03,Elvis Presley With The Jordanaires,A Big Hunk O' Love,5.0,5,2
579856,3,1959-08-03,"Carl Dobkins, Jr.",My Heart Is An Open Book,6.0,16,3
571781,4,1959-08-03,Johnny Horton,The Battle Of New Orleans,2.0,15,1
578096,5,1959-08-03,Fabian,Tiger,3.0,8,3
576530,6,1959-08-03,The Drifters,There Goes My Baby,7.0,10,6
578343,7,1959-08-03,Stonewall Jackson,Waterloo,4.0,11,4
581572,8,1959-08-03,Sammy Turner,Lavender-Blue,12.0,7,8
574756,9,1959-08-03,Ricky Nelson,Sweeter Than You,15.0,5,9
575561,10,1959-08-03,Duane Eddy And The Rebels,Forty Miles Of Bad Road,9.0,8,9
580211,11,1959-08-03,Connie Francis,Lipstick On Your Collar,8.0,12,5
579728,12,1959-08-03,Ricky Nelson,Just A Little Too Much,11.0,6,11
575813,13,1959-08-03,Dinah Washington,What A Diff'rence A Day Makes,14.0,11,13
572743,14,1959-08-03,Elvis Presley With The Jordanaires,My Wish Came True,22.0,4,14
576846,15,1959-08-03,Ray Charles and his Orchestra,What'd I Say (Part I & II),26.0,5,15
580489,16,1959-08-03,David Seville And The Chipmunks,Ragtime Cowboy Joe,18.0,5,16
571626,17,1959-08-03,The Flamingos,I Only Have Eyes For You,13.0,10,11
573584,18,1959-08-03,Jerry Keller,Here Comes Summer,28.0,6,18
581307,19,1959-08-03,Lloyd Price and His Orchestra,Personality,10.0,15,2
575764,20,1959-08-03,Jackie Wilson,I'll Be Satisfied,25.0,7,20
573752,21,1959-08-03,Phil Phillips With The Twilights,Sea Of Love,35.0,5,21
579297,22,1959-08-03,Skip And Flip,It Was I,33.0,7,22
577311,23,1959-08-03,Frankie Avalon,Bobby Sox To Stockings,16.0,11,8
574676,24,1959-08-03,Frankie Avalon,A Boy Without A Girl,17.0,11,10
575347,25,1959-08-03,The Playmates,What Is Love?,31.0,5,25
575759,26,1959-08-03,Johnny Mathis,Small World,30.0,8,26
578988,27,1959-08-03,Connie Francis,Frankie,24.0,12,9
573934,28,1959-08-03,Brook Benton,Thank You Pretty Baby,47.0,4,28
581291,29,1959-08-03,The Falcons,You're So Fine,21.0,16,17
571783,30,1959-08-03,The Kingston Trio,M.T.A.,19.0,8,15
571140,31,1959-08-03,Tony Bellus,Robbin' The Cradle,34.0,15,31
581588,32,1959-08-03,The Browns,The Three Bells,63.0,2,32
578002,33,1959-08-03,Anita Bryant,Till There Was You,36.0,6,33
576886,34,1959-08-03,Jacky Noguez And His Musette Orchestra,"Ciao, Ciao Bambina",32.0,7,32
572330,35,1959-08-03,Pat Boone,Twixt Twelve And Twenty,20.0,8,17
574229,36,1959-08-03,The Mystics,Hushabye,23.0,11,20
571916,37,1959-08-03,Jack Scott,The Way I Walk,45.0,6,37
573790,38,1959-08-03,Clyde McPhatter,Since You've Been Gone,42.0,8,38
577484,39,1959-08-03,Floyd Robinson,Makin' Love,66.0,3,39
570962,40,1959-08-03,The Skyliners,This I Swear,41.0,10,26
570960,41,1959-08-03,Freddy Cannon,Tallahassee Lassie,27.0,13,6
572799,42,1959-08-03,The Tempos,See You In September,57.0,6,42
570410,43,1959-08-03,Carl Smith,Ten Thousand Drums,49.0,5,43
575026,44,1959-08-03,Ray Peterson,The Wonder Of You,38.0,12,25
570866,45,1959-08-03,The Platters,Remember When,44.0,7,41
572885,46,1959-08-03,Bobby Darin,Dream Lover,29.0,16,2
580657,47,1959-08-03,Carl Mann,Mona Lisa,39.0,10,39
573022,48,1959-08-03,Sam Cooke,Only Sixteen,40.0,9,28
574849,49,1959-08-03,Bobby Rydell,Kissin' Time,59.0,6,49
572335,50,1959-08-03,Preston Epps,Bongo Rock,37.0,12,14
581617,51,1959-08-03,Duane Eddy His Twangy Guitar And The Rebels,The Quiet Three,46.0,6,46
580238,52,1959-08-03,Fats Domino,I'm Gonna Be A Wheel Some Day,67.0,2,52
573191,53,1959-08-03,Dee Clark,Just Keep It Up,43.0,14,18
577312,54,1959-08-03,Sarah Vaughan,Broken-Hearted Melody,70.0,3,54
581448,55,1959-08-03,The Tassels,To A Soldier Boy,60.0,4,55
574139,56,1959-08-03,Big Jay McNeely And Band,There Is Something On Your Mind,52.0,11,44
575215,57,1959-08-03,Annette,Lonely Guitar,50.0,5,50
579209,58,1959-08-03,"Frank Sinatra ""and a bunch of kids""",High Hopes,48.0,8,48
579483,59,1959-08-03,Dean Martin,On An Evening In Roma,74.0,4,59
578648,60,1959-08-03,The Knightsbridge Strings,Cry,76.0,3,60
578647,61,1959-08-03,Andre Previn With David Rose,Like Young,54.0,8,46
570676,62,1959-08-03,Chuck Berry,Back In The U.S.A.,53.0,7,37
570913,63,1959-08-03,Joni James,I Still Get Jealous,65.0,4,63
573791,64,1959-08-03,Roger Smith,Beach Time,75.0,6,64
572232,65,1959-08-03,Jan & Dean,Baby Talk,,1,65
579673,66,1959-08-03,Johnny And The Hurricanes,Red River Rock,,1,66
574629,67,1959-08-03,Eddy Arnold,Tennessee Stud,73.0,4,67
573666,68,1959-08-03,Jane Morgan,With Open Arms,97.0,2,68
579382,69,1959-08-03,Johnny Cash And The Tennessee Two,Katy Too,81.0,4,69
574230,70,1959-08-03,Little Willie John,Leave My Kitten Alone,,1,70
572389,71,1959-08-03,Conway Twitty,Mona Lisa,79.0,3,71
572887,72,1959-08-03,LaVern Baker,So High So Low,96.0,2,72
576039,73,1959-08-03,Mitchell Torok,Caribbean,,1,73
575385,74,1959-08-03,The Wailers,Tall Cool One,58.0,12,36
572036,75,1959-08-03,Jimmy Darren,Angel Face,,1,75
579577,76,1959-08-03,Jimmy Clanton,My Own True Love,,1,76
574988,77,1959-08-03,Santo & Johnny,Sleep Walk,95.0,2,77
578989,78,1959-08-03,Louis Prima And Keely Smith,Bei Mir Bist Du Schön,78.0,5,69
581676,79,1959-08-03,The Coasters,Along Came Jones,51.0,12,9
579772,80,1959-08-03,Gary Stites,A Girl Like You,86.0,3,80
570600,81,1959-08-03,Sil Austin,Danny Boy,69.0,10,59
575259,82,1959-08-03,Marv Johnson,I'm Coming Home,85.0,4,82
581526,83,1959-08-03,The Shirelles,Dedicated To The One I Love,87.0,4,83
571135,84,1959-08-03,Perry Como,I Know,56.0,9,47
579869,85,1959-08-03,Marvin Rainwater,Half-Breed,98.0,2,85
572930,86,1959-08-03,Ray Sharpe,Linda Lu,90.0,3,86
576004,87,1959-08-03,Eddie and Betty,Sweet Someone,89.0,4,87
581186,88,1959-08-03,Billy & Lillie,"Bells, Bells, Bells (The Bell Song)",91.0,4,88
578141,89,1959-08-03,Roy Hamilton,Time Marches On,,1,89
581340,90,1959-08-03,Bo Diddley,Crackin Up,62.0,5,62
572536,91,1959-08-03,Nina Simone,"I Loves You, Porgy",,1,91
576997,92,1959-08-03,Hawkshaw Hawkins,Soldier's Joy,,1,92
581335,93,1959-08-03,Kathy Linden,You Don't Know Girls,99.0,2,93
574634,94,1959-08-03,Nat King Cole,Midnight Flyer,,1,94
570601,95,1959-08-03,Johnny Cash,I Got Stripes,,1,95
580101,96,1959-08-03,Eugene Church,Miami,,1,96
570596,97,1959-08-03,Rusty York,Sugaree,77.0,3,77
577640,98,1959-08-03,George Jones,Who Shot Sam,100.0,2,98
574715,99,1959-08-03,George Hamilton IV,Gee,,1,99
574757,100,1959-08-03,Frankie Ford,Alimony,,1,100
571782,1,1959-08-10,Elvis Presley With The Jordanaires,A Big Hunk O' Love,2.0,6,1
571675,2,1959-08-10,Paul Anka,Lonely Boy,1.0,11,1
579856,3,1959-08-10,"Carl Dobkins, Jr.",My Heart Is An Open Book,3.0,17,3
576530,4,1959-08-10,The Drifters,There Goes My Baby,6.0,11,4
581572,5,1959-08-10,Sammy Turner,Lavender-Blue,8.0,8,5
578096,6,1959-08-10,Fabian,Tiger,5.0,9,3
571781,7,1959-08-10,Johnny Horton,The Battle Of New Orleans,4.0,16,1
575813,8,1959-08-10,Dinah Washington,What A Diff'rence A Day Makes,13.0,12,8
576846,9,1959-08-10,Ray Charles and his Orchestra,What'd I Say (Part I & II),15.0,6,9
578343,10,1959-08-10,Stonewall Jackson,Waterloo,7.0,12,4
575561,11,1959-08-10,Duane Eddy And The Rebels,Forty Miles Of Bad Road,10.0,9,9
574756,12,1959-08-10,Ricky Nelson,Sweeter Than You,9.0,6,9
579728,13,1959-08-10,Ricky Nelson,Just A Little Too Much,12.0,7,11
572743,14,1959-08-10,Elvis Presley With The Jordanaires,My Wish Came True,14.0,5,14
573752,15,1959-08-10,Phil Phillips With The Twilights,Sea Of Love,21.0,6,15
581588,16,1959-08-10,The Browns,The Three Bells,32.0,3,16
579297,17,1959-08-10,Skip And Flip,It Was I,22.0,8,17
573584,18,1959-08-10,Jerry Keller,Here Comes Summer,18.0,7,18
580489,19,1959-08-10,David Seville And The Chipmunks,Ragtime Cowboy Joe,16.0,6,16
575759,20,1959-08-10,Johnny Mathis,Small World,26.0,9,20
575347,21,1959-08-10,The Playmates,What Is Love?,25.0,6,21
571626,22,1959-08-10,The Flamingos,I Only Have Eyes For You,17.0,11,11
573934,23,1959-08-10,Brook Benton,Thank You Pretty Baby,28.0,5,23
576886,24,1959-08-10,Jacky Noguez And His Musette Orchestra,"Ciao, Ciao Bambina",34.0,8,24
580657,25,1959-08-10,Carl Mann,Mona Lisa,47.0,11,25
580211,26,1959-08-10,Connie Francis,Lipstick On Your Collar,11.0,13,5
581307,27,1959-08-10,Lloyd Price and His Orchestra,Personality,19.0,16,2
571140,28,1959-08-10,Tony Bellus,Robbin' The Cradle,31.0,16,28
581291,29,1959-08-10,The Falcons,You're So Fine,29.0,17,17
575764,30,1959-08-10,Jackie Wilson,I'll Be Satisfied,20.0,8,20
578002,31,1959-08-10,Anita Bryant,Till There Was You,33.0,7,31
574229,32,1959-08-10,The Mystics,Hushabye,36.0,12,20
574676,33,1959-08-10,Frankie Avalon,A Boy Without A Girl,24.0,12,10
578988,34,1959-08-10,Connie Francis,Frankie,27.0,13,9
572799,35,1959-08-10,The Tempos,See You In September,42.0,7,35
571916,36,1959-08-10,Jack Scott,The Way I Walk,37.0,7,36
574849,37,1959-08-10,Bobby Rydell,Kissin' Time,49.0,7,37
580238,38,1959-08-10,Fats Domino,I'm Gonna Be A Wheel Some Day,52.0,3,38
577484,39,1959-08-10,Floyd Robinson,Makin' Love,39.0,4,39
572232,40,1959-08-10,Jan & Dean,Baby Talk,65.0,2,40
571783,41,1959-08-10,The Kingston Trio,M.T.A.,30.0,9,15
579577,42,1959-08-10,Jimmy Clanton,My Own True Love,76.0,2,42
572330,43,1959-08-10,Pat Boone,Twixt Twelve And Twenty,35.0,9,17
577311,44,1959-08-10,Frankie Avalon,Bobby Sox To Stockings,23.0,12,8
577312,45,1959-08-10,Sarah Vaughan,Broken-Hearted Melody,54.0,4,45
573662,46,1959-08-10,Fats Domino,I Want To Walk You Home,,1,46
573790,47,1959-08-10,Clyde McPhatter,Since You've Been Gone,38.0,9,38
579209,48,1959-08-10,"Frank Sinatra ""and a bunch of kids""",High Hopes,58.0,9,48
572036,49,1959-08-10,Jimmy Darren,Angel Face,75.0,2,49
579673,50,1959-08-10,Johnny And The Hurricanes,Red River Rock,66.0,2,50
575026,51,1959-08-10,Ray Peterson,The Wonder Of You,44.0,13,25
570410,52,1959-08-10,Carl Smith,Ten Thousand Drums,43.0,6,43
574629,53,1959-08-10,Eddy Arnold,Tennessee Stud,67.0,5,53
