id,rank,date,artist,song,last_week,weeks_on_chart,peak_rank
578947,75,1958-08-25,Jim Reeves,Blue Boy,65.0,4,45
577766,76,1958-08-25,Oscar McLollie and Jeanette Baker,Hey Girl - Hey Boy,61.0,3,61
581113,77,1958-08-25,The Diamonds,Happy Years,73.0,4,73
576761,78,1958-08-25,The Tune Rockers,The Green Mosquito,,1,78
576797,79,1958-08-25,Paul Anka,Midnight,69.0,4,69
580476,80,1958-08-25,Gogi Grant,Strange Are The Ways Of Love,,1,80
572039,81,1958-08-25,Warren Storm,Prisoner's Song,,1,81
574428,82,1958-08-25,Cozy Cole,Topsy II,,1,82
572138,83,1958-08-25,Jack Scott,Leroy,,3,56
579207,84,1958-08-25,Bobby Helms,Borrowed Dreams,60.0,2,60
574101,85,1958-08-25,The Drifters,Drip Drop,,2,58
578649,86,1958-08-25,Janice Harper,Devotion,89.0,2,86
575665,87,1958-08-25,The Quin-Tones,Down The Aisle Of Love,91.0,2,87
578908,88,1958-08-25,Roger Williams,Near You,67.0,2,67
573071,89,1958-08-25,Chuck Willis,My Life,90.0,2,89
578700,90,1958-08-25,Jody Reynolds,Fire Of Love,94.0,2,90
573844,91,1958-08-25,Duane Eddy His Twangy Guitar And The Rebels,Ramrod,,1,91
576665,92,1958-08-25,The Upbeats,Just Like In The Movies,75.0,3,75
579806,93,1958-08-25,Sheb Wooley,The Purple People Eater,81.0,4,24
576397,94,1958-08-25,The Shields,You Cheated,,1,94
580308,95,1958-08-25,Dion & The Belmonts,No One Knows,,1,95
575521,96,1958-08-25,Dean Martin,Return To Me,92.0,4,48
578785,97,1958-08-25,David Seville,Little Brass Band,,1,97
575765,98,1958-08-25,Little Willie John,You're A Sweetheart,66.0,3,66
575075,99,1958-08-25,The Slades,You Cheated,49.0,4,42
575306,100,1958-08-25,Eileen Rodgers,Treasure Of Your Love,,1,100
581513,1,1958-09-01,Domenico Modugno,Nel Blu Dipinto Di Blu (Volaré),2.0,5,1
576322,2,1958-09-01,The Elegants,Little Star,1.0,5,1
575429,3,1958-09-01,The Everly Brothers,Bird Dog,3.0,5,3
574477,4,1958-09-01,Jimmy Clanton And His Rockets,Just A Dream,4.0,5,4
581724,5,1958-09-01,Ricky Nelson,Poor Little Fool,6.0,5,1
572037,6,1958-09-01,Perez Prado And His Orchestra,Patricia,7.0,5,2
578872,7,1958-09-01,Jack Scott,My True Love,5.0,5,3
580391,8,1958-09-01,Kalin Twins,When,10.0,5,5
577537,9,1958-09-01,Frankie Avalon,Ginger Bread,17.0,5,9
573885,10,1958-09-01,Jimmie Rodgers,Are You Really Mine,20.0,5,10
570816,11,1958-09-01,Poni-Tails,Born Too Late,8.0,5,8
575127,12,1958-09-01,Peggy Lee,Fever,8.0,5,8
570634,13,1958-09-01,Duane Eddy His Twangy Guitar And The Rebels,Rebel-'rouser,11.0,5,6
581101,14,1958-09-01,The Olympics,Western Movies,13.0,5,13
581759,15,1958-09-01,Dean Martin,Volare (Nel Blu Dipinto Di Blu),19.0,5,15
577259,16,1958-09-01,The Johnny Otis Show,Willie And The Hand Jive,12.0,5,9
578241,17,1958-09-01,Bobby Day,Rock-in Robin,25.0,5,17
577084,18,1958-09-01,Bobby Darin,Splish Splash,16.0,5,3
571215,19,1958-09-01,Doris Day,Everybody Loves A Lover,14.0,5,14
573664,20,1958-09-01,Eddie Cochran,Summertime Blues,24.0,5,20
578001,21,1958-09-01,The Everly Brothers,Devoted To You,15.0,4,15
578873,22,1958-09-01,Tommy Edwards,It's All In The Game,40.0,3,22
574100,23,1958-09-01,Pat Boone,If Dreams Came True,18.0,5,12
575951,24,1958-09-01,Little Anthony And The Imperials,Tears On My Pillow,26.0,4,24
578518,25,1958-09-01,Connie Francis,Stupid Cupid,22.0,5,22
575171,26,1958-09-01,Elvis Presley With The Jordanaires,Hard Headed Woman,21.0,5,4
580506,27,1958-09-01,Patti Page,Left Right Out Of Your Heart (Hi Lee Hi Lo Hi Lup Up Up),33.0,5,13
579775,28,1958-09-01,Buddy Knox with the Rhythm Orchids,Somebody Touched Me,28.0,5,22
574941,29,1958-09-01,Robin Luke,Susie Darlin',23.0,4,23
576995,30,1958-09-01,Perry Como,Moon Talk,36.0,5,30
571784,31,1958-09-01,Billy Vaughn And His Orchestra,La Paloma,39.0,4,31
572038,32,1958-09-01,Bobby Hendricks,Itchy Twitchy Feeling,42.0,5,32
579118,33,1958-09-01,The Rinky-Dinks,Early In The Morning,29.0,5,24
575950,34,1958-09-01,Johnny Mathis,A Certain Smile,34.0,5,22
579971,35,1958-09-01,The Danleers,One Summer Night,27.0,5,16
580958,36,1958-09-01,Buddy Holly,Early In The Morning,32.0,5,32
580582,37,1958-09-01,The Coasters,Yakety Yak,35.0,5,7
580150,38,1958-09-01,The Four Preps,Lazy Summer Night,44.0,3,38
573106,39,1958-09-01,Marty Robbins,She Was Only Seventeen (He Was One Year More),38.0,5,38
570548,40,1958-09-01,Big Bopper,Chantilly Lace,30.0,5,29
578389,41,1958-09-01,Sam Cooke,Win Your Love For Me,45.0,5,41
577867,42,1958-09-01,The Crickets,Think It Over,31.0,5,27
575665,43,1958-09-01,The Quin-Tones,Down The Aisle Of Love,87.0,3,43
579576,44,1958-09-01,Bobby Freeman,Betty Lou Got A New Pair Of Shoes,37.0,5,37
572801,45,1958-09-01,Jimmie Rodgers,The Wizard,51.0,4,45
577538,46,1958-09-01,Nat King Cole,Come Closer To Me (Acercate Mas),56.0,5,46
579073,47,1958-09-01,Bobby Day,Over And Over,41.0,5,41
571096,48,1958-09-01,Jerry Butler and The Impressions,For Your Precious Love,46.0,5,15
580040,49,1958-09-01,Les Paul And Mary Ford,Put A Ring On My Finger,59.0,3,49
580894,50,1958-09-01,Jerry Wallace,How The Time Flies,49.0,3,49
578294,51,1958-09-01,Chuck Willis,What Am I Living For,50.0,5,25
580443,52,1958-09-01,Don Gibson,Blue Blue Day,43.0,5,32
573844,53,1958-09-01,Duane Eddy His Twangy Guitar And The Rebels,Ramrod,91.0,2,53
578907,54,1958-09-01,Johnny Cash And The Tennessee Two,Guess Things Happen That Way,55.0,5,21
578908,55,1958-09-01,Roger Williams,Near You,88.0,3,55
580632,56,1958-09-01,Chuck Berry,Carol,57.0,2,56
576793,57,1958-09-01,The Jamies,"Summertime, Summertime",61.0,3,57
572087,58,1958-09-01,Johnny Cash And The Tennessee Two,The Ways Of A Woman In Love,62.0,2,58
576042,59,1958-09-01,Jimmy Bowen with the Rhythm Orchids,By The Light Of The Silvery Moon,52.0,5,50
576761,60,1958-09-01,The Tune Rockers,The Green Mosquito,78.0,2,60
580080,61,1958-09-01,The Diamonds,Kathy-O,53.0,5,45
576572,62,1958-09-01,Betty Madigan,Dance Everyone Dance,68.0,3,62
575214,63,1958-09-01,Boots Brown And His Blockbusters,Cerveza,67.0,4,63
579527,64,1958-09-01,Eydie Gorme,Gotta Have Rain,66.0,5,64
573071,65,1958-09-01,Chuck Willis,My Life,89.0,3,65
578700,66,1958-09-01,Jody Reynolds,Fire Of Love,90.0,3,66
575766,67,1958-09-01,The Champs,Chariot Rock,69.0,4,67
574188,68,1958-09-01,George Hamilton IV,When Will I Know,65.0,2,65
576397,69,1958-09-01,The Shields,You Cheated,94.0,2,69
581593,70,1958-09-01,Elvis Presley With The Jordanaires,Don't Ask Me Why,54.0,5,34
571488,71,1958-09-01,The Four Lads,Enchanted Island,48.0,5,29
570724,72,1958-09-01,Ray Price,City Lights,72.0,2,72
579119,73,1958-09-01,The Rivieras,Count Every Star,74.0,2,73
575388,74,1958-09-01,The Tommy Dorsey Orchestra,Tea For Two Cha Cha,,1,74
580369,75,1958-09-01,Bobby Freeman,Do You Want To Dance,47.0,5,20
579343,76,1958-09-01,Tony And Joe,The Freeze,58.0,5,33
576760,77,1958-09-01,Tommy Mara,Where The Blue Of The Night,,2,77
578785,78,1958-09-01,David Seville,Little Brass Band,97.0,2,78
571399,79,1958-09-01,Andy Williams,"Promise Me, Love",,1,79
573428,80,1958-09-01,The McGuire Sisters,"Volare (Nel Blu, Dipinto Di Blu)",,1,80
574428,81,1958-09-01,Cozy Cole,Topsy II,82.0,2,81
578649,82,1958-09-01,Janice Harper,Devotion,86.0,3,82
580476,83,1958-09-01,Gogi Grant,Strange Are The Ways Of Love,80.0,2,80
580308,84,1958-09-01,Dion & The Belmonts,No One Knows,95.0,2,84
577814,85,1958-09-01,Dale Wright And The Wright Guys With the Dons,Please Don't Do It,,1,85
575306,86,1958-09-01,Eileen Rodgers,Treasure Of Your Love,100.0,2,86
574328,87,1958-09-01,Pat Boone,That's How Much I Love You,64.0,5,39
573884,88,1958-09-01,Dean Martin,Angel Baby,60.0,5,30
572138,89,1958-09-01,Jack Scott,Leroy,83.0,4,56
572039,90,1958-09-01,Warren Storm,Prisoner's Song,81.0,2,81
577766,91,1958-09-01,Oscar McLollie and Jeanette Baker,Hey Girl - Hey Boy,76.0,4,61
573711,92,1958-09-01,Jody Reynolds,Endless Sleep,71.0,5,17
571827,93,1958-09-01,The Playboys,Over The Weekend,,1,93
576005,94,1958-09-01,Tommy Sands And The Raiders,Blue Ribbon Baby,,1,94
571347,95,1958-09-01,The Chargers,Old MacDonald,,1,95
576666,96,1958-09-01,The Kingsmen,Week End,,1,96
571785,97,1958-09-01,Johnnie Ray,Up Until Now,,1,97
571306,98,1958-09-01,Dale Hawkins,La-Do-Dada,,1,98
572888,99,1958-09-01,Teresa Brewer,Pickle Up A Doodle,,1,99
581164,100,1958-09-01,Jill Corey,Big Daddy,,1,100
581513,1,1958-09-08,Domenico Modugno,Nel Blu Dipinto Di Blu (Volaré),1.0,6,1
576322,2,1958-09-08,The Elegants,Little Star,2.0,6,1
575429,3,1958-09-08,The Everly Brothers,Bird Dog,3.0,6,3
574477,4,1958-09-08,Jimmy Clanton And His Rockets,Just A Dream,4.0,6,4
572037,5,1958-09-08,Perez Prado And His Orchestra,Patricia,6.0,6,2
581724,6,1958-09-08,Ricky Nelson,Poor Little Fool,5.0,6,1
578872,7,1958-09-08,Jack Scott,My True Love,7.0,6,3
578241,8,1958-09-08,Bobby Day,Rock-in Robin,17.0,6,8
577537,9,1958-09-08,Frankie Avalon,Ginger Bread,9.0,6,9
581101,10,1958-09-08,The Olympics,Western Movies,14.0,6,10
578873,11,1958-09-08,Tommy Edwards,It's All In The Game,22.0,4,11
575127,12,1958-09-08,Peggy Lee,Fever,12.0,6,8
575951,13,1958-09-08,Little Anthony And The Imperials,Tears On My Pillow,24.0,5,13
570816,14,1958-09-08,Poni-Tails,Born Too Late,11.0,6,8
581759,15,1958-09-08,Dean Martin,Volare (Nel Blu Dipinto Di Blu),15.0,6,15
573885,16,1958-09-08,Jimmie Rodgers,Are You Really Mine,10.0,6,10
577259,17,1958-09-08,The Johnny Otis Show,Willie And The Hand Jive,16.0,6,9
571215,18,1958-09-08,Doris Day,Everybody Loves A Lover,19.0,6,14
570634,19,1958-09-08,Duane Eddy His Twangy Guitar And The Rebels,Rebel-'rouser,13.0,6,6
578518,20,1958-09-08,Connie Francis,Stupid Cupid,25.0,6,20
580391,21,1958-09-08,Kalin Twins,When,8.0,6,5
578001,22,1958-09-08,The Everly Brothers,Devoted To You,21.0,5,15
575665,23,1958-09-08,The Quin-Tones,Down The Aisle Of Love,43.0,4,23
574100,24,1958-09-08,Pat Boone,If Dreams Came True,23.0,6,12
578908,25,1958-09-08,Roger Williams,Near You,55.0,4,25
571784,26,1958-09-08,Billy Vaughn And His Orchestra,La Paloma,31.0,5,26
580150,27,1958-09-08,The Four Preps,Lazy Summer Night,38.0,4,27
574941,28,1958-09-08,Robin Luke,Susie Darlin',29.0,5,23
576995,29,1958-09-08,Perry Como,Moon Talk,30.0,6,29
572087,30,1958-09-08,Johnny Cash And The Tennessee Two,The Ways Of A Woman In Love,58.0,3,30
573664,31,1958-09-08,Eddie Cochran,Summertime Blues,20.0,6,20
579971,32,1958-09-08,The Danleers,One Summer Night,35.0,6,16
579775,33,1958-09-08,Buddy Knox with the Rhythm Orchids,Somebody Touched Me,28.0,6,22
570548,34,1958-09-08,Big Bopper,Chantilly Lace,40.0,6,29
578389,35,1958-09-08,Sam Cooke,Win Your Love For Me,41.0,6,35
572038,36,1958-09-08,Bobby Hendricks,Itchy Twitchy Feeling,32.0,6,32
575950,37,1958-09-08,Johnny Mathis,A Certain Smile,34.0,6,22
579118,38,1958-09-08,The Rinky-Dinks,Early In The Morning,33.0,6,24
573106,39,1958-09-08,Marty Robbins,She Was Only Seventeen (He Was One Year More),39.0,6,38
580040,40,1958-09-08,Les Paul And Mary Ford,Put A Ring On My Finger,49.0,4,40
577538,41,1958-09-08,Nat King Cole,Come Closer To Me (Acercate Mas),46.0,6,41
576572,42,1958-09-08,Betty Madigan,Dance Everyone Dance,62.0,4,42
580308,43,1958-09-08,Dion & The Belmonts,No One Knows,84.0,3,43
575388,44,1958-09-08,The Tommy Dorsey Orchestra,Tea For Two Cha Cha,74.0,2,44
577084,45,1958-09-08,Bobby Darin,Splish Splash,18.0,6,3
576397,46,1958-09-08,The Shields,You Cheated,69.0,3,46
580958,47,1958-09-08,Buddy Holly,Early In The Morning,36.0,6,32
576793,48,1958-09-08,The Jamies,"Summertime, Summertime",57.0,4,48
580443,49,1958-09-08,Don Gibson,Blue Blue Day,52.0,6,32
579576,50,1958-09-08,Bobby Freeman,Betty Lou Got A New Pair Of Shoes,44.0,6,37
573844,51,1958-09-08,Duane Eddy His Twangy Guitar And The Rebels,Ramrod,53.0,3,51
580632,52,1958-09-08,Chuck Berry,Carol,56.0,3,52
579073,53,1958-09-08,Bobby Day,Over And Over,47.0,6,41
572801,54,1958-09-08,Jimmie Rodgers,The Wizard,45.0,5,45
580506,55,1958-09-08,Patti Page,Left Right Out Of Your Heart (Hi Lee Hi Lo Hi Lup Up Up),27.0,6,13
575171,56,1958-09-08,Elvis Presley With The Jordanaires,Hard Headed Woman,26.0,6,4
578907,57,1958-09-08,Johnny Cash And The Tennessee Two,Guess Things Happen That Way,54.0,6,21
580894,58,1958-09-08,Jerry Wallace,How The Time Flies,50.0,4,49
576761,59,1958-09-08,The Tune Rockers,The Green Mosquito,60.0,3,59
577867,60,1958-09-08,The Crickets,Think It Over,42.0,6,27
573071,61,1958-09-08,Chuck Willis,My Life,65.0,4,61
575214,62,1958-09-08,Boots Brown And His Blockbusters,Cerveza,63.0,5,62
579527,63,1958-09-08,Eydie Gorme,Gotta Have Rain,64.0,6,63
571488,64,1958-09-08,The Four Lads,Enchanted Island,71.0,6,29
576042,65,1958-09-08,Jimmy Bowen with the Rhythm Orchids,By The Light Of The Silvery Moon,59.0,6,50
574428,66,1958-09-08,Cozy Cole,Topsy II,81.0,3,66
575766,67,1958-09-08,The Champs,Chariot Rock,67.0,5,67
571399,68,1958-09-08,Andy Williams,"Promise Me, Love",79.0,2,68
575306,69,1958-09-08,Eileen Rodgers,Treasure Of Your Love,86.0,3,69
571306,70,1958-09-08,Dale Hawkins,La-Do-Dada,98.0,2,70
570724,71,1958-09-08,Ray Price,City Lights,72.0,3,71
577127,72,1958-09-08,George Hamilton IV,Your Cheatin' Heart,,1,72
578294,73,1958-09-08,Chuck Willis,What Am I Living For,51.0,6,25
580582,74,1958-09-08,The Coasters,Yakety Yak,37.0,6,7
574188,75,1958-09-08,George Hamilton IV,When Will I Know,68.0,3,65
576760,76,1958-09-08,Tommy Mara,Where The Blue Of The Night,77.0,3,76
577814,77,1958-09-08,Dale Wright And The Wright Guys With the Dons,Please Don't Do It,85.0,2,77
578947,78,1958-09-08,Jim Reeves,Blue Boy,,5,45
579167,79,1958-09-08,Faron Young,Alone With You,,4,51
580080,80,1958-09-08,The Diamonds,Kathy-O,61.0,6,45
571785,81,1958-09-08,Johnnie Ray,Up Until Now,97.0,2,81
579119,82,1958-09-08,The Rivieras,Count Every Star,73.0,3,73
580476,83,1958-09-08,Gogi Grant,Strange Are The Ways Of Love,83.0,3,80
576666,84,1958-09-08,The Kingsmen,Week End,96.0,2,84
579776,85,1958-09-08,Jerry Lee Lewis And His Pumping Piano,I'll Make It All Up To You,,1,85
574328,86,1958-09-08,Pat Boone,That's How Much I Love You,87.0,6,39
571827,87,1958-09-08,The Playboys,Over The Weekend,93.0,2,87
574891,88,1958-09-08,Tony Bennett,Firefly,,1,88
576005,89,1958-09-08,Tommy Sands And The Raiders,Blue Ribbon Baby,94.0,2,89
577766,90,1958-09-08,Oscar McLollie and Jeanette Baker,Hey Girl - Hey Boy,91.0,5,61
575765,91,1958-09-08,Little Willie John,You're A Sweetheart,,4,66
579734,92,1958-09-08,Ray Price,Invitation To The Blues,,1,92
576918,93,1958-09-08,Carl Smith,Guess I've Been Around Too Long,,1,93
571674,94,1958-09-08,Ivory Joe Hunter,Yes I Want You,,1,94
576436,95,1958-09-08,Robert Mitchum,The Ballad Of Thunder Road,,1,95
581531,96,1958-09-08,Doug Franklin With The Bluenotes,My Lucky Love,,1,96
573711,97,1958-09-08,Jody Reynolds,Endless Sleep,92.0,6,17
572138,98,1958-09-08,Jack Scott,Leroy,89.0,5,56
573884,99,1958-09-08,Dean Martin,Angel Baby,88.0,6,30
579343,100,1958-09-08,Tony And Joe,The Freeze,76.0,6,33
581513,1,1958-09-15,Domenico Modugno,Nel Blu Dipinto Di Blu (Volaré),1.0,7,1
575429,2,1958-09-15,The Everly Brothers,Bird Dog,3.0,7,2
576322,3,1958-09-15,The Elegants,Little Star,2.0,7,1
578873,4,1958-09-15,Tommy Edwards,It's All In The Game,11.0,5,4
574477,5,1958-09-15,Jimmy Clanton And His Rockets,Just A Dream,4.0,7,4
578241,6,1958-09-15,Bobby Day,Rock-in Robin,8.0,7,6
570816,7,1958-09-15,Poni-Tails,Born Too Late,14.0,7,7
581101,8,1958-09-15,The Olympics,Western Movies,10.0,7,8
575951,9,1958-09-15,Little Anthony And The Imperials,Tears On My Pillow,13.0,6,9
574941,10,1958-09-15,Robin Luke,Susie Darlin',28.0,6,10
572037,11,1958-09-15,Perez Prado And His Orchestra,Patricia,5.0,7,2
578872,12,1958-09-15,Jack Scott,My True Love,7.0,7,3
581724,13,1958-09-15,Ricky Nelson,Poor Little Fool,6.0,7,1
578001,14,1958-09-15,The Everly Brothers,Devoted To You,22.0,6,14
573885,15,1958-09-15,Jimmie Rodgers,Are You Really Mine,16.0,7,10
573664,16,1958-09-15,Eddie Cochran,Summertime Blues,31.0,7,16
577537,17,1958-09-15,Frankie Avalon,Ginger Bread,9.0,7,9
578518,18,1958-09-15,Connie Francis,Stupid Cupid,20.0,7,18
571215,19,1958-09-15,Doris Day,Everybody Loves A Lover,18.0,7,14
575665,20,1958-09-15,The Quin-Tones,Down The Aisle Of Love,23.0,5,20
581759,21,1958-09-15,Dean Martin,Volare (Nel Blu Dipinto Di Blu),15.0,7,15
575127,22,1958-09-15,Peggy Lee,Fever,12.0,7,8
580150,23,1958-09-15,The Four Preps,Lazy Summer Night,27.0,5,23
572087,24,1958-09-15,Johnny Cash And The Tennessee Two,The Ways Of A Woman In Love,30.0,4,24
580894,25,1958-09-15,Jerry Wallace,How The Time Flies,58.0,5,25
578908,26,1958-09-15,Roger Williams,Near You,25.0,5,25
573106,27,1958-09-15,Marty Robbins,She Was Only Seventeen (He Was One Year More),39.0,7,27
573844,28,1958-09-15,Duane Eddy His Twangy Guitar And The Rebels,Ramrod,51.0,4,28
580632,29,1958-09-15,Chuck Berry,Carol,52.0,4,29
576793,30,1958-09-15,The Jamies,"Summertime, Summertime",48.0,5,30
575388,31,1958-09-15,The Tommy Dorsey Orchestra,Tea For Two Cha Cha,44.0,3,31
577259,32,1958-09-15,The Johnny Otis Show,Willie And The Hand Jive,17.0,7,9
576397,33,1958-09-15,The Shields,You Cheated,46.0,4,33
576572,34,1958-09-15,Betty Madigan,Dance Everyone Dance,42.0,5,34
570548,35,1958-09-15,Big Bopper,Chantilly Lace,34.0,7,29
579775,36,1958-09-15,Buddy Knox with the Rhythm Orchids,Somebody Touched Me,33.0,7,22
580308,37,1958-09-15,Dion & The Belmonts,No One Knows,43.0,4,37
580040,38,1958-09-15,Les Paul And Mary Ford,Put A Ring On My Finger,40.0,5,38
578389,39,1958-09-15,Sam Cooke,Win Your Love For Me,35.0,7,35
580391,40,1958-09-15,Kalin Twins,When,21.0,7,5
570634,41,1958-09-15,Duane Eddy His Twangy Guitar And The Rebels,Rebel-'rouser,19.0,7,6
571784,42,1958-09-15,Billy Vaughn And His Orchestra,La Paloma,26.0,6,26
579971,43,1958-09-15,The Danleers,One Summer Night,32.0,7,16
574891,44,1958-09-15,Tony Bennett,Firefly,88.0,2,44
572801,45,1958-09-15,Jimmie Rodgers,The Wizard,54.0,6,45
576995,46,1958-09-15,Perry Como,Moon Talk,29.0,7,29
572038,47,1958-09-15,Bobby Hendricks,Itchy Twitchy Feeling,36.0,7,32
576761,48,1958-09-15,The Tune Rockers,The Green Mosquito,59.0,4,48
571399,49,1958-09-15,Andy Williams,"Promise Me, Love",68.0,3,49
574428,50,1958-09-15,Cozy Cole,Topsy II,66.0,4,50
577538,51,1958-09-15,Nat King Cole,Come Closer To Me (Acercate Mas),41.0,7,41
580958,52,1958-09-15,Buddy Holly,Early In The Morning,47.0,7,32
575950,53,1958-09-15,Johnny Mathis,A Certain Smile,37.0,7,22
575306,54,1958-09-15,Eileen Rodgers,Treasure Of Your Love,69.0,4,54
574100,55,1958-09-15,Pat Boone,If Dreams Came True,24.0,7,12
573071,56,1958-09-15,Chuck Willis,My Life,61.0,5,56
579576,57,1958-09-15,Bobby Freeman,Betty Lou Got A New Pair Of Shoes,50.0,7,37
577084,58,1958-09-15,Bobby Darin,Splish Splash,45.0,7,3
578390,59,1958-09-15,Harvey & The Moonglows,Ten Commandments Of Love,,1,59
579073,60,1958-09-15,Bobby Day,Over And Over,53.0,7,41
572333,61,1958-09-15,Joni James,There Goes My Heart,,1,61
571827,62,1958-09-15,The Playboys,Over The Weekend,87.0,3,62
571306,63,1958-09-15,Dale Hawkins,La-Do-Dada,70.0,3,63
580443,64,1958-09-15,Don Gibson,Blue Blue Day,49.0,7,32
580392,65,1958-09-15,Conway Twitty,It's Only Make Believe,,1,65
575214,66,1958-09-15,Boots Brown And His Blockbusters,Cerveza,62.0,6,62
576042,67,1958-09-15,Jimmy Bowen with the Rhythm Orchids,By The Light Of The Silvery Moon,65.0,7,50
577867,68,1958-09-15,The Crickets,Think It Over,60.0,7,27
579118,69,1958-09-15,The Rinky-Dinks,Early In The Morning,38.0,7,24
576844,70,1958-09-15,Gordon MacRae,The Secret,,1,70
580506,71,1958-09-15,Patti Page,Left Right Out Of Your Heart (Hi Lee Hi Lo Hi Lup Up Up),55.0,7,13
580457,72,1958-09-15,Little Richard,Baby Face,,1,72
572986,73,1958-09-15,Jerry Lee Lewis And His Pumping Piano,Break-Up,,1,73
576005,74,1958-09-15,Tommy Sands And The Raiders,Blue Ribbon Baby,89.0,3,74
581531,75,1958-09-15,Doug Franklin With The Bluenotes,My Lucky Love,96.0,2,75
581376,76,1958-09-15,The Applejacks,Mexican Hat Rock,,1,76
579119,77,1958-09-15,The Rivieras,Count Every Star,82.0,4,73
575171,78,1958-09-15,Elvis Presley With The Jordanaires,Hard Headed Woman,56.0,7,4
576760,79,1958-09-15,Tommy Mara,Where The Blue Of The Night,76.0,4,76
575766,80,1958-09-15,The Champs,Chariot Rock,67.0,6,67
575075,81,1958-09-15,The Slades,You Cheated,,5,42
578700,82,1958-09-15,Jody Reynolds,Fire Of Love,,4,66
579167,83,1958-09-15,Faron Young,Alone With You,79.0,5,51
581128,84,1958-09-15,The Redjacks,Big Brown Eyes,,1,84
579423,85,1958-09-15,Jan & Arnie,Gas Money,,2,81
576666,86,1958-09-15,The Kingsmen,Week End,84.0,3,84
574478,87,1958-09-15,Earl Grant,The End,,1,87
576436,88,1958-09-15,Robert Mitchum,The Ballad Of Thunder Road,95.0,2,88
578947,89,1958-09-15,Jim Reeves,Blue Boy,78.0,6,45
580582,90,1958-09-15,The Coasters,Yakety Yak,74.0,7,7
578907,91,1958-09-15,Johnny Cash And The Tennessee Two,Guess Things Happen That Way,57.0,7,21
576715,92,1958-09-15,Cozy Cole,Topsy I,,1,92
577814,93,1958-09-15,Dale Wright And The Wright Guys With the Dons,Please Don't Do It,77.0,3,77
578294,94,1958-09-15,Chuck Willis,What Am I Living For,73.0,7,25
580080,95,1958-09-15,The Diamonds,Kathy-O,80.0,7,45
571785,96,1958-09-15,Johnnie Ray,Up Until Now,81.0,3,81
579527,97,1958-09-15,Eydie Gorme,Gotta Have Rain,63.0,7,63
572140,98,1958-09-15,The Platters,I Wish,,1,98
577127,99,1958-09-15,George Hamilton IV,Your Cheatin' Heart,72.0,2,72
571488,100,1958-09-15,The Four Lads,Enchanted Island,64.0,7,29
581513,1,1958-09-22,Domenico Modugno,Nel Blu Dipinto Di Blu (Volaré),1.0,8,1
575429,2,1958-09-22,The Everly Brothers,Bird Dog,2.0,8,2
578873,3,1958-09-22,Tommy Edwards,It's All In The Game,4.0,6,3
