album,artist,album_uri,artist_uri
Maxwell's Urban Hang Suite,Maxwell,spotify:album:2k5YAxjmAD3DmYtmlrY64p,spotify:artist:2AOt5htsbtyaHd5Eq3kl3j
Oz Factor,Unwritten Law,spotify:album:2RHwrYLzhR8S1cMrcw5Qcg,spotify:artist:30h6MvMZfHQ8yzYCbfHMMT
10 Song Demo,Rosanne Cash,spotify:album:3vwVvbfR0hGuJVyAgKNhZ4,spotify:artist:6lx6XS8umFqYRVbBErx9fE
Reject All American,Bikini Kill,spotify:album:2FQqJCzYzA2Lmtb5XpEMon,spotify:artist:0gvHPdYxlU94W7V5MSIlFe
Moseley Shoals,Ocean Colour Scene,spotify:album:1PX1kQr7ar6CQjHPdsQdgS,spotify:artist:5vIOGcdmx1eIkq3ZtuS12U
Repetition,Unwound,spotify:album:30GshgppFRvO0G5RNbleZn,spotify:artist:4YjpqCSDD7zwMQgPYJMqb0
Death Threatz,MC Eiht,spotify:album:4wcDwoz8FiMTMQDNHsnA8R,spotify:artist:4XqfpACObRB5AsBcUYjL8X
Emperor Tomato Ketchup,Stereolab,spotify:album:4420hj4RNgpozukzJlePCG,spotify:artist:3Rj0tDHoX7C5NFq5DKIpHt
Here to Save You All,Chino XL,spotify:album:5CXcdJyanewbPAXwAAM7yd,spotify:artist:5LwKO8miPaSz4jW0jcuNFX
The Villain in Black,MC Ren,spotify:album:24taEjTp3qTIzb6UubOmri,spotify:artist:4fbyGOEjViyE97W58eGEgU
As Good as Dead,Local H,spotify:album:4DY4LZwEjx7zZ3tYtJG5Pl,spotify:artist:415JrPfN7ukaTu8JV8BLE8
Blue Moon,Toby Keith,spotify:album:60MJhCGRycALVB5qXHHYf1,spotify:artist:2bA6fzP0lMAQ4kz6CF61w8
Borderline,Brooks & Dunn,spotify:album:30DhSd45CPtwx14Kw6SpfL,spotify:artist:0XKOBt59crntr7HQXXO8Yz
Farewell,Oingo Boingo,spotify:album:1wqqDRJCbYsK9QSjNR55e5,spotify:artist:5LXEAEGrpKQtpyCu2sZuWu
Ice Cream Man,Master P,spotify:album:0lR3lFwpwCgCwPUKUkS0qZ,spotify:artist:7zICaxnDB9ZprDSiFpvbbW
Make Your Mama Proud,Fastball,spotify:album:47V331pHZNjONayt1RUmTo,spotify:artist:7FtVJzRtpQpU61nBwB7cKN
"Sell, Sell, Sell",David Gray,spotify:album:5Dy5QRFRekqR7KK3yL4U9b,spotify:artist:7J2lZBANizgPNfUzux31PV
This Is a Long Drive for Someone with Nothing to Think About,Modest Mouse,spotify:album:3PTktNuj2FItJr8afuiieo,spotify:artist:1yAwtBaoHLEDWAnWR87hBT
You? Me? Us?,Richard Thompson,spotify:album:33a5dwVvONqw23fvf0YmQU,spotify:artist:5w75MoT8FfcGOMgjgrj1cz
Wildest Dreams,Tina Turner,spotify:album:2V7b9bUfSN7kfUKmAqdFZD,spotify:artist:1zuJe6b1roixEKMOtyrEak
Through Silver in Blood,Neurosis,spotify:album:6HBRtTolIqgDVJXBwtyYPV,spotify:artist:1KHydwFySZY3YcWyo2q2dF
Blue Clear Sky,George Strait,spotify:album:79adVMcMUNGN9Gw5qJI8JG,spotify:artist:5vngPClqofybhPERIqQMYd
Guitar Slinger,The Brian Setzer Orchestra,spotify:album:2YFy4vSvMbYUhS91bKV2Rx,spotify:artist:7HQH1SJokcVMdstilKJ2S8
Just Fred,Fred Schneider,spotify:album:5XdCm9Cfh93y8ZOcuvlFsg,spotify:artist:7HWVWTbgJBXqBX6Jd4AvzJ
"Less Talk, More Rock",Propagandhi,spotify:album:2CQTQJtCn5wfQ8MeHNjy9Y,spotify:artist:7qpy5KY3DVrezixTl6mziA
New Beginning,SWV,spotify:album:0y9RVnTvpZa3LTlUUaD7l4,spotify:artist:2NmK5FyrQ18HOPXq1UBzqa
Casanova,The Divine Comedy,spotify:album:2dwcUCC41XBCfx0BoiIGBD,spotify:artist:7EV6jW6dotBdvsHj6xPixi
"Klassics with a ""K""",Kostars,spotify:album:68SMoj7l6Gh7YAVVH4CAOx,spotify:artist:3alwNYKg6sWwrqFljL4JGz
To the Faithful Departed,The Cranberries,spotify:album:6re8Qh8GMzxH92LO1xj2jU,spotify:artist:7t0rwkOPGlDPEhaOcVtOt9
Crash,Dave Matthews Band,spotify:album:3Z72KfamjH9Wc5m9mgVqI7,spotify:artist:2TI7qyDE0QfyOlnbtfDo7L
Drunk on the Moon,No Knife,spotify:album:5ZAI8Ohkb2uE3fHlVOFkJD,spotify:artist:3JYGpdpSS2EQWXiKJ8ypjy
Eventually,Paul Westerberg,spotify:album:7iVNkR9u7b1RcgWwsMt99E,spotify:artist:3N6WAAPHoIjo6na008793X
Tin Cans with Strings to You,Far,spotify:album:4jXsQXpTu1jzZia3qUquRy,spotify:artist:0GQXHlIz6zMT0IeXQq26Pt
Ass Cobra,Turbonegro,spotify:album:0imzdlOmhG0lRx4IYxdgpI,spotify:artist:191rVxQbbZ05wcICUSvLkz
Curb,Nickelback,spotify:album:6sSecdLSapLvBqBnRQ2p7W,spotify:artist:6deZN1bslXzeGvOLaLMOIF
1977,Ash,spotify:album:7f1vN9wKBmwolCQNHttXJe,spotify:artist:2evydP72Z45DouM4uMGsIE
Electriclarryland,Butthole Surfers,spotify:album:7nawZF1eeyTGbrL9OsOCwz,spotify:artist:62BcWP4fzR8axESibNQEhs
The It Girl,Sleeper,spotify:album:1GZ048oNeb3cMvWnUmG70l,spotify:artist:0NbfEPYRgMczimdfM3skmH
The Great Southern Trendkill,Pantera,spotify:album:58HJaV7TTJcNOsXQEw5rOD,spotify:artist:14pVkFUHDL207LzLHtSA18
Now in a Minute,Donna Lewis,spotify:album:4RWONBn4p29IHSqKDN2KHK,spotify:artist:2EfG2EoT8GFJrMiilbTVl2
Teri Yakimoto,Guttermouth,spotify:album:2snRM4RcNw0BpBYD9XBDaS,spotify:artist:2zIenWuthqTgWumViRZCZV
Trouble at the Henhouse,The Tragically Hip,spotify:album:5mMBYPBUI6jHW40ASk1ekn,spotify:artist:0YMeriqrS3zgsX24nfY0F0
Wild Mood Swings,The Cure,spotify:album:69XNTota6w88wrLZt4AX9n,spotify:artist:7bu3H8JO7d0UbMoVzbo70s
Slang,Def Leppard,spotify:album:5pygPiFFauRR4cklfOLEav,spotify:artist:6H1RjVyNruCmrBEWRbD0VZ
Elegy,Amorphis,spotify:album:1N2Vu3DfuTZhdbGR0Rdy7F,spotify:artist:2UOVgpgiNTC6KK0vSC77aD
Amazing Disgrace,The Posies,spotify:album:08sb4oURyiiLIpDXCetgR4,spotify:artist:5ZOh5D4MKLhU3GekPzNFam
Long Line,Peter Wolf,spotify:album:1VGWYUsqRUTXFMIJfBTKfj,spotify:artist:003kZCrZhoxCckVJ2jCiJC
Milk and Scissors,The Handsome Family,spotify:album:4mGRZZEQ2UJVsP3fKJjpoP,spotify:artist:72PnPUc1qv9UjRPaGVZ1jq
Older,George Michael,spotify:album:45evuVVrY9LzPez8geNEIF,spotify:artist:19ra5tSw0tWufvUp8GotLo
Ear Candy,King's X,spotify:album:44khqbkNSJPq2qSl2ubKgy,spotify:artist:3tn79LMMIdIT1T0TXumjaH
Everything Must Go,Manic Street Preachers,spotify:album:2xAmCU4FBfYeqsTKqwd5Gn,spotify:artist:2uH0RyPcX7fnCcT90HFDQX
Fuzzy Logic,Super Furry Animals,spotify:album:2fi2D8955yHiYqLgOosFRO,spotify:artist:0FOcXqJgJ1oq9XfzYTDZmZ
Love in Space,Hawkwind,spotify:album:7lriA424eYuuUsBbIfwlaL,spotify:artist:2jK54ZlZhTF1TxygsVeR05
Bringing Down the Horse,The Wallflowers,spotify:album:2BOlaNQt6WJ1HO5pQcKHGh,spotify:artist:0jJNGWrpjGIHUdTTJiIYeB
Chim Chim's Badass Revenge,Fishbone,spotify:album:3ZE7pchZfb1fh91u7AO7L0,spotify:artist:2X3pNc13eRGofTO9Yt3sMi
Destruction by Definition,The Suicide Machines,spotify:album:6XN3a05K0LVycfy137CSvL,spotify:artist:31v7ijnAMVL9V7Uzr1sFcI
Dilate,Ani DiFranco,spotify:album:4KE4xztIchTBItYOnCT3FU,spotify:artist:0AiTwNtYX8m4uhfU7rJ8RD
Down on the Upside,Soundgarden,spotify:album:1IVa98im1RfxYp6qeOIg2B,spotify:artist:5xUf6j4upBrXZPg6AI4MRK
Gettin' It,Too $hort,spotify:album:7y98GDsxJ1HBcJD0Cg5YXo,spotify:artist:4sb7rZNN93BSS6Gqgepo4v
Morningrise,Opeth,spotify:album:7mov9rVPoOWLi2mksFx5ex,spotify:artist:0ybFZ2Ab08V8hueghSXm6E
Perspective,Jason Becker,spotify:album:02SS2P7fdXex7iDReKCErf,spotify:artist:0A4Z1qNp3lGWa9VI66M67D
Rubbing Doesn't Help,Magnapop,spotify:album:4UU96LtRxQifg7y2bct26S,spotify:artist:7dHWgQrSX118dV8s56RQDe
Vile,Cannibal Corpse,spotify:album:1azJilCAEtYRe8diadhlr0,spotify:artist:0yLwGBQiBqhXOvmTfH2A7n
Roomic Cube,Takako Minekawa,spotify:album:3ApMb6rEpW2crGabKwSZ4J,spotify:artist:3XxrXIYWH5PpuTbYSXDOZw
Blood on Ice,Bathory,spotify:album:0H73DkAdtDV409KenOYGCh,spotify:artist:6rBvjnvdsRxFRSrq1StGOM
Good God's Urge,Porno for Pyros,spotify:album:6Sa5vHSMHnIm1m0LG82xBM,spotify:artist:58etTNn7xmsQZhjnfjpAXL
Take It From The Man!,The Brian Jonestown Massacre,spotify:album:2mvDGK1PhTwzxofG7wB6i5,spotify:artist:30uiS1n3uIGXJEYFR1GVDy
Undisputed Attitude,Slayer,spotify:album:743y70pTrfEfHZHtIyyQ6c,spotify:artist:1IQ2e1buppatiN1bxUVkrk
Romeo's Heart,John Farnham,spotify:album:5Byz1Iv5BeUdpZG1JJ9ILc,spotify:artist:1QxaPWG1POM8Ul6WwsHq4y
Banana Wind,Jimmy Buffett,spotify:album:4Sk0GxAz3WPBRNwg5ER4BE,spotify:artist:28AyklUmMECPwdfo8NEsV0
Copperopolis,Grant Lee Buffalo,spotify:album:4Bab5UcmWaWrm62PZuo42g,spotify:artist:31ir0nQWMLTowZmZO8CiBw
18 til I Die,Bryan Adams,spotify:album:29t8lxRlQIyG4K5Xaydt46,spotify:artist:3Z02hBLubJxuFJfhacLSDc
Future Rhythm,Digital Underground,spotify:album:5IiesTPssQNBYJTRrOFzaR,spotify:artist:7jocoSCuCtpCxCI6IbP8ye
Legal Drug Money,Lost Boyz,spotify:album:6DciMZgZkLpqsjJUd5XgpF,spotify:artist:0OtigLoCgLYvXnMxbE5qH5
Load,Metallica,spotify:album:5rI3pfrpvmdYtGAsBwaGec,spotify:artist:2ye2Wgw4gimLv2eAKyk1NB
Me and You,Kenny Chesney,spotify:album:5aG9PNqK9jLLJoehlNXlwW,spotify:artist:3grHWM9bx2E9vwJCdlRv9O
My Heart,Donell Jones,spotify:album:1YylipCwfGRhRc4j3vJzwV,spotify:artist:5KNqYrivNgVCHBssEUSu5B
Tigermilk,Belle & Sebastian,spotify:album:3MSxGvwpiKePFsygmWT3G9,spotify:artist:4I2BJf80C0skQpp1sQmA0h
Dreamland,Robert Miles,spotify:album:5QPEiKncTuVzgtrZ6inc6C,spotify:artist:2YVF0Ou5zIc4mpgtLIlGN0
The Light User Syndrome,The Fall,spotify:album:4TDn5wuTzjnp7AqCqVQNuW,spotify:artist:6WoTvA9qinpHtSRJuldYh6
Swansong,Carcass,spotify:album:6Vy9UwhvWppUqNKGLLU2Yi,spotify:artist:5lhaM01nwvsMZpmPY2HVER
Peace at Last,The Blue Nile,spotify:album:3DgoTNB23id8sMOTTmTypk,spotify:artist:1GWV70Reko15eV2nHCm0bM
One Chord to Another,Sloan,spotify:album:3gj3CtEtYFMLkZrJ4ftOTC,spotify:artist:1ahN3WDDULKaAQs7ZUrGNP
Nocturnal,Heltah Skeltah,spotify:album:6ZWiiTI0sHXAuzkv8x4Tth,spotify:artist:6VimeBsWv0rmWzxd6roZZC
Don Solaris,808 State,spotify:album:2a2IUS0xaa4tOJq2vk6hnO,spotify:artist:7hFdUW64G4iU1tz46ITRfN
Book of Shadows,Zakk Wylde,spotify:album:07G5BNb3L4SbgSqJUzdKSa,spotify:artist:1AeC9AuzqGc3IXMC2T5xny
Gone Again,Patti Smith,spotify:album:70BHwvG9ikXsffsWfHrWzi,spotify:artist:0vYkHhJ48Bs3jWcvZXvOrP
Odelay,Beck,spotify:album:1Pus5h1qGedCn4CtOuPVtp,spotify:artist:3vbKDsSS70ZX9D2OcvbZmS
High/Low,Nada Surf,spotify:album:4o7LG3LUbq67bPNMitn00L,spotify:artist:11zHPjHnZN0ACA50rSnTcy
Just Like You,Keb' Mo',spotify:album:4w1RDeEFnYFKc0eawBvvbt,spotify:artist:6iDaoPZVgxrTkndDCisX8F
Live from Neon Park,Little Feat,spotify:album:4s83XCBWbdYoJE39nTm7mM,spotify:artist:0ZIwOAzDuGPspzK7yiTc4S
The Road to Ensenada,Lyle Lovett,spotify:album:4fNobiJPOvXUFVypz4yzZV,spotify:artist:0zlJDQgqnr9AocrH9gs1Es
Rocket,Primitive Radio Gods,spotify:album:0MomEpdhFU5YUXQxr47kxe,spotify:artist:5wTpMQz4RtF6dFX9blvMDc
Secrets,Toni Braxton,spotify:album:6rxtWZH5ua9eANwWdwwf9o,spotify:artist:3X458ddYA2YcVWuVIGGOYe
Their Satanic Majesties' Second Request,The Brian Jonestown Massacre,spotify:album:4kXc4XcGYOpHpXRlWq1RFi,spotify:artist:30uiS1n3uIGXJEYFR1GVDy
Very Proud of Ya,AFI,spotify:album:4dYattOOIsbTMixAt7eZ0a,spotify:artist:19I4tYiChJoxEO5EuviXpz
Morningrise,Opeth,spotify:album:7mov9rVPoOWLi2mksFx5ex,spotify:artist:0ybFZ2Ab08V8hueghSXm6E
Dust,Screaming Trees,spotify:album:6KMzI0pVvYBZG1OZsNAq5u,spotify:artist:3Ukr3Ufjg8ygRJv7Ww887f
Get On Up and Dance,Quad City DJ's,spotify:album:1xipzu4eNAdr8oBnqP0eaS,spotify:artist:4mar1GMMEhvGyJdWagu6KS
Xtort,KMFDM,spotify:album:6t0ZQyr1eVCpQdtxTMxE01,spotify:artist:3V4IvzRQYP5mzuVtkcHgVa
The Final Tic,Crucial Conflict,spotify:album:1R5AaySMUzB0lmuwQ49YJO,spotify:artist:1NMPFAWwsqqy5m8kEQvDl6
It Was Written,Nas,spotify:album:13heDPCGwoIdufMoHIyjmh,spotify:artist:20qISvAhX20dpIbOOzGK3q
It's Martini Time,The Reverend Horton Heat,spotify:album:3VqtfQNCIs7y72Q6hesqKn,spotify:artist:4byZW0sEv5RUoyQBfv7CPw
Live from the Fall,Blues Traveler,spotify:album:52LFpW06z2rStTaLi2lLdV,spotify:artist:3pHeBYl1yujXcZqqfF1UyQ
Wax Ecstatic,Sponge,spotify:album:6IYqrs55ecGqKkM6cJesal,spotify:artist:2JXDwIo5HsiwTcTPQytrZ8
None So Vile,Cryptopsy,spotify:album:78mC2Sg8KqA2hhjiq9aJzk,spotify:artist:29PgYwTelpNl6370XLqFtN
Chaos and Disorder,Prince,spotify:album:6mFvuRlPtmwXLhh2qdzTI7,spotify:artist:5a2EaR3hamoenG9rDuVn8j
Irresistible Bliss,Soul Coughing,spotify:album:5nMVmu0FpBX3PpVFR0n5Dj,spotify:artist:5TOosZsVbwb5O1BOFdcLmw
Lemon Parade,Tonic,spotify:album:5cAKlN47vV8PxJPW7q6KUO,spotify:artist:6qXwLwTLdA44HYsA26vaNU
No Lunch,D Generation,spotify:album:5fzreoGvQ20rTrQZSZbkUm,spotify:artist:31qpG7j9WcUDUKzYRY7SVi
12 Golden Country Greats,Ween,spotify:album:6H5fUQk4FkT9iR4SNHnK3D,spotify:artist:3u1ulLq00Y3bfmq9FfjsPu
Technicolour,Disco Inferno,spotify:album:7Dw9y0ckSl3KKabeIeFLKd,spotify:artist:1YCFvBoIeRSc0HMU7fhUZA
The Dark Saga,Iced Earth,spotify:album:0bGhZHGL1hrkLSn354mB8W,spotify:artist:3KEixcRfBS5K3E91Vn1Kdy
Songs for a Blue Guitar,Red House Painters,spotify:album:7HLVI2NCQz5DzL8VsB9A56,spotify:artist:2GATzeg62cr6sH29wSOVWe
Static Prevails,Jimmy Eat World,spotify:album:08EiadO7jxgjbJJdzX8mem,spotify:artist:3Ayl7mCk0nScecqOzvNp6s
Three Snakes and One Charm,The Black Crowes,spotify:album:5KEqZXp6Aw2LF6J5bjelbf,spotify:artist:5krkohEVJYw0qoB5VWwxaC
Tidal,Fiona Apple,spotify:album:5gVBXH8MT6zfdRkjp7qT18,spotify:artist:3g2kUQ6tHLLbmkV7T4GPtL
Irreligious,Moonspell,spotify:album:0N4S7apsHQN5HQr0t6feyq,spotify:artist:17bYSQ9ZRnreVnJjE5X2x6
A New Stereophonic Sound Spectacular,Hooverphonic,spotify:album:6FFKUYyfC9S8fDy725qLAq,spotify:artist:5EP020iZcwBqHRnJftibXX
"Beats, Rhymes and Life",A Tribe Called Quest,spotify:album:0EguP4tsJurU5I8ocCxdyb,spotify:artist:09hVIj6vWgoCDtT03h8ZCa
Not So Tough Now,Frenzal Rhomb,spotify:album:3Y7srKc5f8zXEN4qlpCBej,spotify:artist:4cxBQR2C44tnfQ74lpFN7N
Rockin' down the Highway: The Wildlife Concert,The Doobie Brothers,spotify:album:41POanwEkIhJO3r5GIgSIC,spotify:artist:39T6qqI0jDtSWWioX8eGJz
Interstate 8,Modest Mouse,spotify:album:0eCM4oIYMx8fhwTnthk7Pb,spotify:artist:1yAwtBaoHLEDWAnWR87hBT
No End of Love,John Hartford,spotify:album:5qnv9n7KbsSH6f4rhhz0mf,spotify:artist:0NAr5zThPfMx26ISgooQK6
"Songs and Music from ""She's the One""",Tom Petty and the Heartbreakers,spotify:album:0sX76SUnbgcKtdZcJ9kJwd,spotify:artist:4tX2TplrkIP4v05BNC903e
Theli,Therion,spotify:album:5guxPWzK1xvarjOVeHcQXQ,spotify:artist:5c8Cw62ZYj9XO6iDLRDEsi
First Band on the Moon,The Cardigans,spotify:album:0YI7QPNUGq8NTB6Nd8nWfd,spotify:artist:1tqZaCwM57UFKjWoYwMLrw
Beautiful Freak,Eels,spotify:album:7sqwuxORaCogFGgygafdSt,spotify:artist:3zunDAtRDg7kflREzWAhxl
Unreleased and Revamped,Cypress Hill,spotify:album:26Jipgd76L25XOR8EByMny,spotify:artist:4P0dddbxPil35MNN9G2MEX
The Curtain Hits the Cast,Low,spotify:album:5pX5ShZnrzUk60BUvj1F7G,spotify:artist:0wz0jO9anccPzH04N7FLBH
Fantastic Planet,Failure,spotify:album:5hbxMCegyQPhpycfjtlW6I,spotify:artist:3grvcGPaLhfrD5CYsecr4j
"Friction, Baby",Better Than Ezra,spotify:album:7aVHqEFKpPIKmrniwwViom,spotify:artist:4UuoJfJ9UybJft7a8E6UHX
Full Circle,Randy Travis,spotify:album:0s5BUVqWqBTmH3VC3eVZib,spotify:artist:1pTuR132U5b4Rizal2Pr7m
Put it in Your Mouth,Akinyele,spotify:album:7vL0p9cpy0kgWY4ISrYO93,spotify:artist:3P8PFi9LRirEf3JiEDOHZM
Turn the Radio Off,Reel Big Fish,spotify:album:3GrOyJf1j1pMIaOzCBWluY,spotify:artist:3bXhZFreBJF4QDUUiMmtZW
Becoming X,Sneaker Pimps,spotify:album:74nAYi5aVDBdb5jGx8OM7s,spotify:artist:1EJWNhiYbOyeUHbsS7Kp1P
Die for the Government,Anti-Flag,spotify:album:5q8xABjtqtUm4ItxT51NQP,spotify:artist:30sqtiTKIb1oDve0SdYayT
Into the Unknown,Mercyful Fate,spotify:album:0GM9HlQDy1m03rHkqAoBW1,spotify:artist:0W8edGiwAsv6HXF0Kyc2V9
Nada Es Igual,Luis Miguel,spotify:album:0WN5rXI75cVpVMiZ646oyn,spotify:artist:2nszmSgqreHSdJA3zWPyrW
October Rust,Type O Negative,spotify:album:46NjYrJ5v5ZTIHMb1DrAgl,spotify:artist:0blJzvevdXrp21YeI2vbco
Paradise in Me,K's Choice,spotify:album:6oTPBOOOXJXQl49h4S8mq6,spotify:artist:1lO13Grp3I1AsIbcACRWvv
Songs of Love and Hate,Godflesh,spotify:album:6WjveQqcQ9OOLG0OsalSPJ,spotify:artist:5A4ebXQf38xWIq0xSWLhsS
Voyager,Mike Oldfield,spotify:album:4pHMYLwtuTQdB7CPm2iJ0q,spotify:artist:562Od3CffWedyz2BbeYWVn
Bad As I Wanna B,MC Lyte,spotify:album:1E3ssiuLLWw9OqRYQ59UjK,spotify:artist:2ZbWlThDW0qSbI3hinpl0w
The Latch-Key Child,A+,spotify:album:5G3NMlJUec3WxffDNSvKNn,spotify:artist:0QUIxJh1rw7FrbtvG6BbnA
No Code,Pearl Jam,spotify:album:4E9D3YFBYOBZejrEODHHvb,spotify:artist:1w5Kfo2jwwIPruYS2UWh56
One in a Million,Aaliyah,spotify:album:79EIRdmpPSIWfRlxaZdJbG,spotify:artist:0urTpYCsixqZwgNTkPJOJ4
The Restless Kind,Travis Tritt,spotify:album:4DAKrRaNrLQvATy0UO4SUJ,spotify:artist:2M4Yt7oKGoYd0wqU44k4i2
Veiled,Leah Andreone,spotify:album:5mJy1EjCLjbHiMj0d87PX5,spotify:artist:2ov2f5yawnEga8dJH2c5Xl
Bilingual,Pet Shop Boys,spotify:album:6773Yw4SaTVQF7YRCKWycr,spotify:artist:2ycnb8Er79LoH2AsR5ldjh
Double Allergic,Powderfinger,spotify:album:1GNUq8MXJUQ67dYmc0wEZ3,spotify:artist:6LBCQo20ri3tsvbsWWLmr6
Did I Shave My Legs for This?,Deana Carter,spotify:album:7LLjjbEIbUTpMROr1AkCSL,spotify:artist:0aqrM7Fo3Ml66Kc5JAzmjt
Another Level,Blackstreet,spotify:album:5w5xPRh1SlQ6FejC1LCYYd,spotify:artist:2P3cjUru4H3fhSXXNxE9kA
Excerpts from a Love Circus,Lisa Germano,spotify:album:1v8gpZMElEQ1iuL79P7xLZ,spotify:artist:5TZqjmYL8p9HtJsBKXCxgE
Travelling Without Moving,Jamiroquai,spotify:album:4yrrPNjd9RcqnuDnoEhlER,spotify:artist:6J7biCazzYhU3gM9j1wfid
The Doctor Came at Dawn,Smog,spotify:album:5UEChIc8yAxAvJY9cz7q5y,spotify:artist:2ajVJyxI4sHmTMtTA3ENko
Home Again,New Edition,spotify:album:6fRUYwwUOmQbuwe9KujqQG,spotify:artist:1mFX1QlezK1lNPKQJkhwWb
Mr. Happy Go Lucky,John Mellencamp,spotify:album:4tjyDKI7scRXN8DhGMmmCz,spotify:artist:3lPQ2Fk5JOwGWAF3ORFCqH
New Adventures in Hi-Fi,R.E.M.,spotify:album:0HPF5GTjLweSREjmHiCxCu,spotify:artist:4KWTAlx2RvbpseOGMEmROg
Nine Objects of Desire,Suzanne Vega,spotify:album:6yH1CnRs34R23OjFOdPlCI,spotify:artist:3X0tJzVYoWlfjLYI0Ridsw
Test for Echo,Rush,spotify:album:5fwkYtHrckROAs4ALRJ2Cz,spotify:artist:2Hkut4rAAyrQxRdof7FVJq
What Would the Community Think,Cat Power,spotify:album:7bQqrdbMzEBXsJZi1z2Xg2,spotify:artist:6G7OerKc3eBO9sVkRNopFC
William Bloke,Billy Bragg,spotify:album:7ISdicCmB8rfNIp1OEOIfU,spotify:artist:5yXAFDZNUNyO92l5WTImkO
Spiders,Space,spotify:album:67WLYGyNy2Ymv5oBaL3Zny,spotify:artist:76vZk3TWaVcNiP7H7in9fu
Fashion Nugget,Cake,spotify:album:6kPOXxCYCdXBzEbb9dqE90,spotify:artist:6A43Djmhbe9100UwnI7epV
Fire Garden,Steve Vai,spotify:album:7spLDW9NqYMDCE5mW4waKk,spotify:artist:32Jb1X3wSmmoHj2epZReZA
Rhythmeen,ZZ Top,spotify:album:6KEVrQEdQexnQgwpHn1lDI,spotify:artist:2AM4ilv6UzW0uMRuqKtDgN
"White Light, White Heat, White Trash",Social Distortion,spotify:album:7GPvyPgZ8Nc4yqP4uPo3Rv,spotify:artist:16nn7kCHPWIB6uK09GQCNI
Angry Machines,Dio,spotify:album:6PPr4AGYdMr3REfDHHa8Wr,spotify:artist:4CYeVo5iZbtYGBN4Isc3n6
Animal Rights,Moby,spotify:album:7BF6CghSZhM7tg0yCo9o2h,spotify:artist:3OsRAKCvk37zwYcnzRf5XF
Better Living Through Chemistry,Fatboy Slim,spotify:album:4q9EafI4cNCb3yMjEPoPCB,spotify:artist:4Y7tXHSEejGu1vQ9bwDdXW
Louder Than Hell,Manowar,spotify:album:4IoELctFmN7HWHSnb1hgFQ,spotify:artist:4CzUzn54Cp9TQr6a7JIlMZ
Illadelph Halflife,The Roots,spotify:album:4hkERQVrmM9JQ9g2eie2tL,spotify:artist:78xUyw6FkVZrRAtziFdtdu
Pinkerton,Weezer,spotify:album:56LtTJnIBlgf4obkP13Skz,spotify:artist:3jOstUTkEu2JkjvRdBA5Gu
Signify,Porcupine Tree,spotify:album:5E4ETIXXh9k6wD7yaWPAwb,spotify:artist:5NXHXK6hOCotCF8lvGM1I0
Who Can You Trust?,Morcheeba,spotify:album:7JNlNgL1TlnWn669RaEKhr,spotify:artist:6bWxFw65IEJzBYjx3SxUXd
How Bizarre,OMC,spotify:album:2ZRoL0pUA3nzDNjvwdBlek,spotify:artist:4vdt8TD56jjQfmxFCmhubX
The Graveyard,King Diamond,spotify:album:0HJDoB9aGBknmdGM3zyRLY,spotify:artist:5i0ph60TnwTlIGrOZAmcZa
At the Speed of Life,Xzibit,spotify:album:2LmMWr541k3mm7ZFTngOGG,spotify:artist:4tujQJicOnuZRLiBFdp3Ou
Belly to Belly,Warrant,spotify:album:72SpHQaw9uplH46UxOAHZe,spotify:artist:7HLvzuM9p11k9lUQfSM4Rq
Black Dots,Bad Brains,spotify:album:6xhmQ9CwgYxj5NiTkNovbu,spotify:artist:1oVj9JmPUPg4SQ2uerV2xc
A Few Small Repairs,Shawn Colvin,spotify:album:62OMdIf3xqSeVH5AcDmA9q,spotify:artist:0K7VN4aHxHcEb7PqkfoIVA
The Moment,Kenny G,spotify:album:49jsFbezskbuL7UtICmrJp,spotify:artist:6I3M904Y9IwgDjrQ9pANiB
The Natural Bridge,Silver Jews,spotify:album:53s93tksSeBis2gL50AQPJ,spotify:artist:4ePunOqQbOYoQwd1298g3Z
Soul on Ice,Ras Kass,spotify:album:2DjI2fmXo4wVmHGSs2XKRY,spotify:artist:0OiS4KHxViIFnJooFTXl7V
This Is the Time,Michael Bolton,spotify:album:0yoeDitbqfgUDBDZ5J93V8,spotify:artist:6YHEMoNPbcheiWS2haGzkn
Black Earth,Arch Enemy,spotify:album:4RRn0PSSHMJS6E8nz6Ul4z,spotify:artist:0DCw6lHkzh9t7f8Hb4Z0Sx
A Worm's Life,Crash Test Dummies,spotify:album:2SSzVGlFk1lqj0QtUvodZA,spotify:artist:1YEGETLT2p8k97LIo3deHL
Plays Metallica by Four Cellos,Apocalyptica,spotify:album:7FkhDs6IRwacn029AM7NQu,spotify:artist:4Lm0pUvmisUHMdoky5ch2I
Antichrist Superstar,Marilyn Manson,spotify:album:7APnZJwayR3lH9aUDPDYQB,spotify:artist:2VYQTNDsvvKN9wmU5W7xpj
Baja Sessions,Chris Isaak,spotify:album:3WntmYUo2wKZzsvTyJpNyW,spotify:artist:7290H8m1Dwt8G7jm1y9CQx
Christmas Island,Jimmy Buffett,spotify:album:0uDCVcNPtohP1EsX46Kf3Q,spotify:artist:28AyklUmMECPwdfo8NEsV0
East Side Militia,Chemlab,spotify:album:49y9R4XzNY8vjuCzRlb8j5,spotify:artist:6fJTyAeSgv4A1LR9LamLnY
