album,artist,album_uri,artist_uri
Emergency on Planet Earth,Jamiroquai,spotify:album:0SeTonJJPjy57LqiCDmeEM,spotify:artist:6J7biCazzYhU3gM9j1wfid
Pull,Winger,spotify:album:5WY283VLgaWBfU5x3u3EBe,spotify:artist:2qQeKHrQJHLLbvDAOSO874
Janet,Janet Jackson,spotify:album:1WQ2ANCxAJNjlVkh69oV0O,spotify:artist:4qwGe91Bz9K2T8jXTZ815W
"Guru's Jazzmatazz, Vol. 1",Guru,spotify:album:4kO7EI4XxT5M0BMkrx0mBh,spotify:artist:6xyaria4AcxjRuJZLkWvMW
Painted Desert Serenade,Joshua Kadison,spotify:album:1EEVf5UBSD4YlE1NBQXLfW,spotify:artist:2VrP5BkyzDhY43dWMlaYjD
Unplugged...and Seated,Rod Stewart,spotify:album:5iYesFk6UnZ9Mjj9jU7ZkM,spotify:artist:2y8Jo9CKhJvtfeKOsYzRdT
Dream Harder,The Waterboys,spotify:album:3rIJZoXBVcO4u5pGKZXhpa,spotify:artist:5TnuP42pw475UrjjeabtwZ
Give a Monkey a Brain and He'll Swear He's the Center of the Universe,Fishbone,spotify:album:4T0vZwqyKlrDL25ywFhRyI,spotify:artist:2X3pNc13eRGofTO9Yt3sMi
Kamakiriad,Donald Fagen,spotify:album:3guIJLgNSvFppMVfs4ap8Z,spotify:artist:0S1SjYebdSaiMpI8xSW2Wb
Me Amarás,Ricky Martin,spotify:album:5CgOx7gxM9Xv90PcF5JuTH,spotify:artist:7slfeZO9LsJbWgpkIoXBUJ
Sound of White Noise,Anthrax,spotify:album:0d2JYDKMatUzGPSKo62hza,spotify:artist:3JysSUOyfVs1UQ0UaESheP
How to Clean Everything,Propagandhi,spotify:album:0MCiMfs35PPI4WFypTpsrK,spotify:artist:7qpy5KY3DVrezixTl6mziA
Boces,Mercury Rev,spotify:album:39fEPwkxc9pFlrunkyPOnh,spotify:artist:77oD8X9qLXZhpbCjv53l5n
Gravity's Rainbow,Pat Benatar,spotify:album:02KsHn9eRmCb7Qi35HEJk9,spotify:artist:43mhFhQ4JAknA7Ik1bOZuV
Hootie Mack,Bell Biv DeVoe,spotify:album:4wC27sB4WzkkV4y6W1VXVB,spotify:artist:2zFZiWQJFFshzojycnXoTL
Souvlaki,Slowdive,spotify:album:4i21O3uVh5palcfFhCjlT7,spotify:artist:72X6FHxaShda0XeQw3vbeF
Pottymouth,Bratmobile,spotify:album:7pF01v90RPyI6baoIH76Ia,spotify:artist:3GTaO7e3uPaG0SJR7Hxy8L
There Is No-One What Will Take Care of You,Palace Brothers,spotify:album:4HPPdkNu19IPD7CQfzFcOf,spotify:artist:6Jg1WSoV27sDj7N2WRFPqo
Saturation,Urge Overkill,spotify:album:1fpJMY7H1ecF5fqbcbT9Lj,spotify:artist:5LEUigTSXpwrtERRcSW1N4
Supermodel of the World,RuPaul,spotify:album:5dZF2rTcU8ZWmfk6NVI0hA,spotify:artist:2SdOKxC1sSxEyv8JYERaNe
Too Long in Exile,Van Morrison,spotify:album:0HwTLLnVahRjS1q7ShXhLo,spotify:artist:44NX2ffIYHr6D4n7RaZF7A
Wide River,Steve Miller Band,spotify:album:3ckZ0WeY0l3HTnqnR39Bkw,spotify:artist:6QtGlUje9TIkLrgPZrESuk
Mood Swings,Harem Scarem,spotify:album:4LSbftlYOTP6hvRrW2AooJ,spotify:artist:6q72NwO3LCZ2WNKkDKy5va
Mi Tierra,Gloria Estefan,spotify:album:2K2yvhTFeRBZdDboSQzFAJ,spotify:artist:5IFCkqu9J6xdWeYMk5I889
14 Songs,Paul Westerberg,spotify:album:2UgKw2bpp1lqokUSXWD2uy,spotify:artist:3N6WAAPHoIjo6na008793X
The World Should Know,Burning Spear,spotify:album:6qxmPPjPMKCnLGeDhNHSwn,spotify:artist:6qaKS0nzGP4hfjl4aFZmEU
Psychoderelict,Pete Townshend,spotify:album:0q3FViNIlVmYObIGAXbNhK,spotify:artist:24Wa5wIZIo1sPkzVGP0B5p
Crazy Legs,Jeff Beck,spotify:album:6NfQWQ0pa97DYRb0OUtd0U,spotify:artist:0AD4odMWVQ2wUSlgxOB5Rl
Gold Against the Soul,Manic Street Preachers,spotify:album:2a8ZYlcqO6MGBlwhEdYUqo,spotify:artist:2uH0RyPcX7fnCcT90HFDQX
Aries,Luis Miguel,spotify:album:6UFAOiLDzOOt75eJhrhFNC,spotify:artist:2nszmSgqreHSdJA3zWPyrW
Covenant,Morbid Angel,spotify:album:3dl4rU3ZBtiquwHEenf4qt,spotify:artist:35jmO5o3AhUV70kiR7u4Nw
Exile in Guyville,Liz Phair,spotify:album:7sCpW2cLGcRk1zf9zi0Yqd,spotify:artist:2LXeJdQVcFkhkWydphLI74
Experience the Divine,Bette Midler,spotify:album:0pVxC28TGjIk0SEqm7wUCD,spotify:artist:13y0kncDD4J9wxCyfKr10W
Here's to New Dreams,Raven-Symoné,spotify:album:4WbgOZXxHiMdkEiPDathPC,spotify:artist:6kUQJlewgd3UFKVYrrmILh
Hints Allegations and Things Left Unsaid,Collective Soul,spotify:album:2B2KQTgQr3UhQf4n2VtoUG,spotify:artist:4e5V1Q2dKCzbLVMQ8qbTn6
It Won't Be the Last,Billy Ray Cyrus,spotify:album:68bnfWpCoUQcRvs4CeKNRe,spotify:artist:60rpJ9SgigSd16DOAG7GSa
Sons of Soul,Tony! Toni! Toné!,spotify:album:55Blx1F1hOYdda222r7jyV,spotify:artist:7vWlb4pM85jCHvV771qZZW
Transmissions from the Satellite Heart,The Flaming Lips,spotify:album:0rr668ZzoNDQa1yxhSpBAw,spotify:artist:16eRpMNXSQ15wuJoeqguaB
Audience with the Mind,The House of Love,spotify:album:35wMZWczwkQH9LI3YifNMM,spotify:artist:4tfyTbsNNN5xfxKDwG4VfP
Under a Funeral Moon,Darkthrone,spotify:album:2TXZleYLiza8MszRBsDMsj,spotify:artist:7kWnE981vITXDnAD2cZmCV
Insanity and Genius,Gamma Ray,spotify:album:4SHHZZE7l62Ns6n9CPlPWs,spotify:artist:6LZE884lDIsCSLHuTplfGp
Live & Loud,Ozzy Osbourne,spotify:album:3gOY0Quz6Sli8UoPOc5nGi,spotify:artist:6ZLTlhejhndI4Rh53vYhrY
Back to Broadway,Barbra Streisand,spotify:album:3SQ2Wb2xEwIYtqzqW43uif,spotify:artist:7jmTilWYlKOuavFfmQAcu6
Crazy Legs,Jeff Beck,spotify:album:6NfQWQ0pa97DYRb0OUtd0U,spotify:artist:0AD4odMWVQ2wUSlgxOB5Rl
Cyberpunk,Billy Idol,spotify:album:2Sv5rE5kWJ1OYPPjChRNuI,spotify:artist:7lzordPuZEXxwt9aoVZYmG
Hat Full of Stars,Cyndi Lauper,spotify:album:1z2UXHgcRPxBRMsqi7J2Nc,spotify:artist:2BTZIqw0ntH9MvilQ3ewNY
Individual Thought Patterns,Death,spotify:album:3qPUKRg8S1j0V9GKA52IKe,spotify:artist:4f5V3PQ66nIrBCqugJtaGn
In on the Kill Taker,Fugazi,spotify:album:3zBQ2UZzCzgCnIkFYMOWlY,spotify:artist:62sC6lUEWRjbFqXpMmOk4G
Walthamstow,East 17,spotify:album:5hVUeW05qGAIc1YA3h2Y7O,spotify:artist:6lOC7lwSO1ql4Gc2Y3QObY
Julius Caesar,Smog,spotify:album:0FD0QtHfxUgndTuskeFC1C,spotify:artist:2ajVJyxI4sHmTMtTA3ENko
Zooropa,U2,spotify:album:0IYjMBLA9PgtXyRPlLmTDE,spotify:artist:51Blml2LZPmy7TTiAg47vQ
Altered Beast,Matthew Sweet,spotify:album:3af9w5lQBmc1z8FpDRMRkV,spotify:artist:2idymNTKUdnTxforkb12Mw
Debut,Björk,spotify:album:16Cz3BmcabUigJGvwEYa39,spotify:artist:7w29UYBi0qsHi5RTcv3lmA
What Is a Rumpletilskin?,Rumpletilskinz,spotify:album:3LBHQEVOLL85bEKG92wHQM,spotify:artist:7JCyyTRLdBGCVdmn8LmsVC
Bargainville,Moxy Früvous,spotify:album:6XUO1xbV6qXHoVQNIQu6vC,spotify:artist:0BNlQMIqqy5qIxSL9aph4u
Black Sunday,Cypress Hill,spotify:album:3pUzgS0cVT10PPszgR3VF5,spotify:artist:4P0dddbxPil35MNN9G2MEX
Chrome,Catherine Wheel,spotify:album:24HAqbuINEHZ4rQA7vjq00,spotify:artist:1QPWAsWIjRcTfvY5uH8dov
Whoomp! (There It Is),Tag Team,spotify:album:4XHoIt7yz57IiEOApotVMw,spotify:artist:3NfJ6VPVz0lf3jWy5F1N7g
The Battle Rages On...,Deep Purple,spotify:album:0bYajtRIqIDLyEeZTNST2t,spotify:artist:568ZhdwyaiCyOGJRtNYhWf
Born Gangstaz,Boss,spotify:album:0g8tDKyvH9BwvRE0SnaMTU,spotify:artist:3mKv8UOsUlfywaQ5bSJRCT
Evolution,Oleta Adams,spotify:album:6lFqMVJY7wWl1WLRmSYoug,spotify:artist:1BMb6sQJVkmUyCuodmRs2g
Fake Train,Unwound,spotify:album:3BcYeA9UCr72gmgYWHuSut,spotify:artist:4YjpqCSDD7zwMQgPYJMqb0
Promises and Lies,UB40,spotify:album:0B0RuH2PSWoEkIvi75xY5d,spotify:artist:69MEO1AADKg1IZrq2XLzo5
Represent,Fat Joe,spotify:album:6WZdfi2NcBRfx31kVxZhJe,spotify:artist:3ScY9CQxNLQei8Umvpx5g6
Siamese Dream,The Smashing Pumpkins,spotify:album:0bQglEvsHphrS19FGODEGo,spotify:artist:40Yq4vzPs9VNUrIBG5Jr2i
Become What You Are,The Juliana Hatfield Three,spotify:album:7pt0yDoL7vvlCUxK6UTWyh,spotify:artist:3Ei1YRXKbNvyTsFVkSnP84
Da Bomb,Kris Kross,spotify:album:6So3rjhjVaGXMfhwXY7IzN,spotify:artist:2zrZfs23sjuHDv4E6YRmNf
The Outer Limits,Voivod,spotify:album:0EevA0t8Qcxh4TFLtBQPyo,spotify:artist:0lFiKrJUofJpnrAJnMsnQ3
Tuesday Night Music Club,Sheryl Crow,spotify:album:11ZOyF9bKgnusVD1rUapwv,spotify:artist:4TKTii6gnOnUXQHyuo9JaD
Voice of Jamaica,Buju Banton,spotify:album:7KSCSu4nVvq32M2ZJaPvtc,spotify:artist:4wLAjfeqAsV66AocWNcowA
Perfect Teeth,Unrest,spotify:album:69FW27x4RmWuqhCZXGFLaw,spotify:artist:0Hko1NgISX00BkCPOuyVzQ
Emergency on Planet Earth,Jamiroquai,spotify:album:0SeTonJJPjy57LqiCDmeEM,spotify:artist:6J7biCazzYhU3gM9j1wfid
River of Dreams,Billy Joel,spotify:album:4HPnwQJAEvTY910q4RNeOu,spotify:artist:6zFYqv1mOsgBRQbae3JJ9e
Bloody Kisses,Type O Negative,spotify:album:127mCJhPsHAB33rOYybK04,spotify:artist:0blJzvevdXrp21YeI2vbco
Enemy of the Sun,Neurosis,spotify:album:2DkGzzLXTY6lCiD617dJkc,spotify:artist:1KHydwFySZY3YcWyo2q2dF
Over My Heart,Laura Branigan,spotify:album:1AmWPKH44ZhJCL3rLFuIAS,spotify:artist:4463nfFMmK1cwAWBQDwT5e
The World Is Yours,Scarface,spotify:album:2IFYwngVEg7DZTDVIo51uy,spotify:artist:19KwjzvIL92r29IINtlPNP
"Transnational Speedway League: Anthems, Anecdotes, and Undeniable Truths",Clutch,spotify:album:6GqKUOkUtwaciglqdukJih,spotify:artist:161AC1AVRkIGIMxyj5djFQ
For the Cool in You,Babyface,spotify:album:0PkkUYZMtKN25rvrt50EhX,spotify:artist:3aVoqlJOYx31lH1gibGDt3
Kerosene Hat,Cracker,spotify:album:1pM1BsMVd8CuEpgCwbqmFO,spotify:artist:0ODQJS4mk7rVBJXjdqByX6
Pure Pleasure,Shaggy,spotify:album:4tOYuq5DyDsY1rOSluTUcg,spotify:artist:5EvFsr3kj42KNv97ZEnqij
Set the World on Fire,Annihilator,spotify:album:0Iow4yw9iONKHFLeNF1MEt,spotify:artist:0L8QRAAuWjqvTM8FpQ1gYO
Spinning Around the Sun,Jimmie Dale Gilmore,spotify:album:1FikRv9BleO0qs269UZODE,spotify:artist:6bl1H2HRrm2CvtagAx594t
Transient Random-Noise Bursts with Announcements,Stereolab,spotify:album:161DnvvWCUqCQ6vFHls1nM,spotify:artist:3Rj0tDHoX7C5NFq5DKIpHt
Last Splash,The Breeders,spotify:album:57F44c0MTziVzHPEuJtH9A,spotify:artist:1xgFexIwrf2QjbU0buCNnp
Skydancer,Dark Tranquillity,spotify:album:2KFMbYjxNkPMTdwqljFQSi,spotify:artist:5EHvXKnNz78jkAVgTQLQ5O
Tales of Ephidrina,Amorphous Androgynous,spotify:album:4SNliyiumphhCLF7mPnAaJ,spotify:artist:1edIQYI7l4FMeYwq6fNAZQ
Unknown Road,Pennywise,spotify:album:0l680tJFfovpGiaaFC6a4H,spotify:artist:6i0KVTOvm96T55mbp742ks
Giant Steps,The Boo Radleys,spotify:album:6347aGYak5Dsi0hwPMMpmj,spotify:artist:6UYwzZChuolxsylHcZcBBP
Music Box,Mariah Carey,spotify:album:2NKxb7pk04CuZab5udkGUl,spotify:artist:4iHNK0tOyZPYnBU7nGAgpQ
Up on the Roof: Songs from the Brill Building,Neil Diamond,spotify:album:44T1EUXl2kN803tuT1jHla,spotify:artist:7mEIug7XUlQHikrFxjTWes
Shinola,Energy Orchard,spotify:album:68T1HT4eZUPsnITZYuLZNy,spotify:artist:29M3VBFebMSPnfUyEzFBCq
Chaos A.D.,Sepultura,spotify:album:60LFzhHpvxJxZSvpvSa3u1,spotify:artist:6JW8wliOEwaDZ231ZY7cf4
Wild Wood,Paul Weller,spotify:album:10Yg6lPdGtqdF6nj4yTesC,spotify:artist:7Lf3LOZp3U3u2f6cWMd3AH
American Caesar,Iggy Pop,spotify:album:3f3HzLIKkqOGDAL0Iy0woi,spotify:artist:33EUXrFKGjpUSGacqEHhU4
Human Wheels,John Mellencamp,spotify:album:5q52Ll4UMfDxmYWBR9uKNR,spotify:artist:3lPQ2Fk5JOwGWAF3ORFCqH
Into the Labyrinth,Dead Can Dance,spotify:album:7p5KMaq9Ewoj3LgJc3LB0s,spotify:artist:6sq7prp0tj9Abn89khmfja
August and Everything After,Counting Crows,spotify:album:1dBjJZRfh3ZwZEyVwaTbV0,spotify:artist:0vEsuISMWAKNctLlUAhSZC
Cure for Pain,Morphine,spotify:album:59KUXZeIm1RhSOECkA4hfA,spotify:artist:3QgSmABpItIdj908ek80n5
Bat Out of Hell II: Back into Hell,Meat Loaf,spotify:album:5a2wZu322wJXUk7jNqMOEa,spotify:artist:7dnB1wSxbYa8CejeVg98hz
Some Fantastic Place,Squeeze,spotify:album:3ARUWXRh3QgtWadADZxStz,spotify:artist:6Jrj26oAY96EEC2lqC6fua
Traffic from Paradise,Rickie Lee Jones,spotify:album:43m0WBD9jh3OPymRtPKLY0,spotify:artist:0dYkMe3wK29DulSa0uR8Rq
War of Words,Fight,spotify:album:4kqZIJArGYKWoWbpG60stU,spotify:artist:1o3JGBwBOZeHlL0BOAhD9t
Face the Heat,Scorpions,spotify:album:1SkW9MEOK2qqY8bWTAu2Q0,spotify:artist:27T030eWyCQRmDyuvr1kxY
Houdini,Melvins,spotify:album:0sFW0AzvQSoOSWsTISpnPf,spotify:artist:6aVjo0xHSiuW5hkasoYSR3
In Utero,Nirvana,spotify:album:14VVqBoDw1SxoNLW3Cj3mN,spotify:artist:6olE6TJLqED3rqDCT0FyPh
The Problem with Me,Seam,spotify:album:7MYO0jcKukgCtSCz0gYYE4,spotify:artist:0AOyxXRa4odDG1PisHJtKx
Recipe for Hate,Bad Religion,spotify:album:1DMLunJrzPkQws2uQU797l,spotify:artist:2yJwXpWAQOOl5XFzbCxLs9
Yes I Am,Melissa Etheridge,spotify:album:1qzfqlEyzPD0VyCcSSQwZD,spotify:artist:01Ppu7N8uYJI8SAONo2YZA
Reachin' (A New Refutation of Time and Space),Digable Planets,spotify:album:5snUbps5KleLIP0cVI72lP,spotify:artist:0gqIrDRL7CEPBWMmkuZPdQ
Transfusion,Powderfinger,spotify:album:1q6r6FvgLb84nZgAVY27Tk,spotify:artist:6LBCQo20ri3tsvbsWWLmr6
187 He Wrote,Spice 1,spotify:album:7wMnJwwauu8FDxWJnmpVys,spotify:artist:4TqmaFJYM8SvuhrunxpmT3
Believe in Me,Duff McKagan,spotify:album:0PIyJSxTEQBU2Tbh8KriX2,spotify:artist:3KEe5d2p5jKihMMvuXVhr1
Body & Soul,Rick Astley,spotify:album:0nY71NH9TbFpZAe6sMsp9h,spotify:artist:0gxyHStUsqpMadRV0Di1Qt
Cowgirl's Prayer,Emmylou Harris,spotify:album:7CMJy2xY33K9LBVdnlADdC,spotify:artist:5s6TJEuHTr9GR894wc6VfP
"Easy Come, Easy Go",George Strait,spotify:album:44XR4fEym71RYn4e30KOgz,spotify:artist:5vngPClqofybhPERIqQMYd
Nothing Above My Shoulders but the Evening,Ray Lynch,spotify:album:6O4vcbrjRUIpdpkT0i0h8v,spotify:artist:7ukOC5U2oweIhxAm26BNF7
Return of the Boom Bap,KRS-One,spotify:album:64ub4SfdC8wvPjdUXw8QY9,spotify:artist:2gINJ8xw86xawPyGvx1bla
Those of the Unlight,Marduk,spotify:album:2b8tendm7Uy0bTuzXRRxdA,spotify:artist:2lxB5NTcQXj7GGRR4xAVaH
Thirteen,Teenage Fanclub,spotify:album:5Ocxy8ZhqDlnZ6tRVn7pYH,spotify:artist:2Sp19cOHSqAUlE64hekARW
Wolverine Blues,Entombed,spotify:album:1JS06dhmPQIEW5Gm6lsxIr,spotify:artist:2pnezMcaiTHfGmgmGQjLsB
Alapalooza,"""Weird Al"" Yankovic",spotify:album:5yrh4YoCqCyqyTmFPIRilv,spotify:artist:1bDWGdIC2hardyt55nlQgG
Anodyne,Uncle Tupelo,spotify:album:5DQRAlGAFTpHsXGEg5zw9V,spotify:artist:2Plkkomsc4DKawkCioLKjc
The Body-Hat Syndrome,Digital Underground,spotify:album:7fJsoO54O6sUnZepoLelR7,spotify:artist:7jocoSCuCtpCxCI6IbP8ye
Gentlemen,The Afghan Whigs,spotify:album:6OswWXgXFdZG2RbAPPHn1S,spotify:artist:7IDrRpDz0cOuUVC32c8PKD
Laid,James,spotify:album:7HysVSPF74Vvjmk30AhtXu,spotify:artist:0qLNsNKm8bQcMoRFkR8Hmh
Mezcal Head,Swervedriver,spotify:album:2T2uW3P5T90LZqAtm9dfXw,spotify:artist:0Sd7X8SxWV0AyDLbvd4uEu
Painful,Yo La Tengo,spotify:album:2f1Gx9npTw9Cy6YVXpvEZZ,spotify:artist:5hAhrnb0Ch4ODwWu4tsbpi
Phaseshifter,Redd Kross,spotify:album:5Jzzc7jPO8sCirSJ1DTfht,spotify:artist:1USc9u5yL4tUaQKhGWNuvj
So Tonight That I Might See,Mazzy Star,spotify:album:5K18gTgac0q6Jma5HkV1vA,spotify:artist:37w38cCSGgKLdayTRjna4W
Steppin' Out,Tony Bennett,spotify:album:0DItsczVSy5rOaJOOIZ49F,spotify:artist:2lolQgalUvZDfp5vvVtTYV
Titanic Days,Kirsty MacColl,spotify:album:75iuWHHVGiyDd5BHEuGJLX,spotify:artist:6UlNIFEuWlBqb4TvlVCekq
Everything Changes,Take That,spotify:album:1OiyCmdGzJeituBnwEMLOJ,spotify:artist:1XgFuvRd7r5g0h844A5ZUQ
Angst,KMFDM,spotify:album:6We2VFbkhbRCQNX7Vud8aY,spotify:artist:3V4IvzRQYP5mzuVtkcHgVa
Aurora Gory Alice,Letters To Cleo,spotify:album:6zhu5JppyczTRXGzHA2qr8,spotify:artist:7E41j1yL9ZeTWfqe9bUGgw
Come On Feel The Lemonheads,The Lemonheads,spotify:album:6IJq4UXwuTDgEihBeofvjq,spotify:artist:6w7fc6IZlo5zwBaKT5jU1X
Take Me as I Am,Faith Hill,spotify:album:79nKKGW7tQCPQ21NejFUJZ,spotify:artist:25NQNriVT2YbSW80ILRWJa
Heartwork,Carcass,spotify:album:3Jpli01pblfjnNAOI6CVJi,spotify:artist:5lhaM01nwvsMZpmPY2HVER
A Real Dead One,Iron Maiden,spotify:album:5KuZGp07qx3sDzH1ygKJew,spotify:artist:6mdiAmATAx73kdxrNrnlao
Silhouette in Red,Bonnie Tyler,spotify:album:09gSTYdsdyO8klgKpJPbbK,spotify:artist:0SD4eZCN4Kr0wQk56hCdh2
Together Alone,Crowded House,spotify:album:12CIKRW38xmvYOSTwfn7Mt,spotify:artist:7ohlPA8dRBtCf92zaZCaaB
4-Track Demos,PJ Harvey,spotify:album:1K9Lun3S3LDl6FAWkdRFVN,spotify:artist:12VaqyEhgwDRuFfEqbnrpz
Counterparts,Rush,spotify:album:6JNHWbFco4bnRP5ybKGriN,spotify:artist:2Hkut4rAAyrQxRdof7FVJq
Electra 2000,Hum,spotify:album:45TSmpT49WWHgvDqm6b6i6,spotify:artist:6sM2JCBjZprP7JLMTZZSxX
Enta da Stage,Black Moon,spotify:album:5Di7sTCL8zU5rHMl98qliQ,spotify:artist:2yN6bq26wynQcRuPkBYTDb
Inhaler,Tad,spotify:album:4WpEzQ3Vc4qG1Ro41EG88K,spotify:artist:2mncWLPUUFpNvBLkHzTsDO
Mexican Moon,Concrete Blonde,spotify:album:1ID2r3PEzWEVGpvqljPtzO,spotify:artist:2ICSjfBpos9PxMhGhX25N2
Plantation Lullabies,Meshell Ndegeocello,spotify:album:3K1ZZP9cAwUGxZHYrUv7Qe,spotify:artist:0uZRjholJ0fVC2J9EvnYnj
Vs.,Pearl Jam,spotify:album:3BSOiAas8BpJOii3kCPyjV,spotify:artist:1w5Kfo2jwwIPruYS2UWh56
Fumbling Towards Ecstasy,Sarah McLachlan,spotify:album:2PVFgeTAbZomjRzis55b8L,spotify:artist:4NgNsOXSwIzXlUIJcpnNUp
It's On (Dr. Dre) 187um Killa,Eazy-E,spotify:album:1SZNTl621XOcjFwOKtVy56,spotify:artist:7B4hKK0S9QYnaoqa9OuwgX
Five Dollar Bob's Mock Cooter Stew,Mudhoney,spotify:album:6ObLTmgv4oOgwmN6MxMPC9,spotify:artist:7LuYiSXiWs86rwWJjEEgB9
God Shuffled His Feet,Crash Test Dummies,spotify:album:6MEFBcD0a87GMYiHW3VsVI,spotify:artist:1YEGETLT2p8k97LIo3deHL
MTV Unplugged,"10,000 Maniacs",spotify:album:4Z8B7aRCB34COXcjCDPgzg,spotify:artist:0MBIKH9DjtBkv8O3nS6szj
Pussy Whipped,Bikini Kill,spotify:album:4rCgFExY3JIJdFij2kwB1w,spotify:artist:0gvHPdYxlU94W7V5MSIlFe
Shaq Diesel,Shaquille O'Neal,spotify:album:2oPRn2Dp9Ytk3A4JCp5Gqw,spotify:artist:67RWyN1fDOu7WuSTIi5hE7
The Song Remembers When,Trisha Yearwood,spotify:album:5yUayBQKrvqFfXr9X8gJjb,spotify:artist:3XlIhgydjvC4EniPFZT20j
Try Anything Once,Alan Parsons,spotify:album:6nj3l47VqLHbZ3Jh6OW76h,spotify:artist:6HpZkC8GUktP9utE6OPWZG
When My Heart Finds Christmas,"Harry Connick, Jr.",spotify:album:1It3aEvCmT8UvUMmBm5DIV,spotify:artist:6u17YlWtW4oqFF5Hn9UU79
World Gone Wrong,Bob Dylan,spotify:album:6lfZX6OFJRxRcODaxwSRL5,spotify:artist:74ASZWbe4lXaubB36ztrGX
The Red Shoes,Kate Bush,spotify:album:2W40nbSCiEEwkaCzu4fPOQ,spotify:artist:1aSxMhuvixZ8h9dK9jIDwL
The Black Rider,Tom Waits,spotify:album:494nIBY9sdYPYfSXWrwmkB,spotify:artist:7x83XhcMbOTl1UdYsPTuZM
Duets,Frank Sinatra,spotify:album:67TRGeFfMzq6ArsHrJkzya,spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0
Even Cowgirls Get the Blues,k.d. lang,spotify:album:6VH2GwK6hvZBKYX8iaeo2D,spotify:artist:6W1BHDF0T4a4KYcSwzD586
"Full Moon, Dirty Hearts",INXS,spotify:album:3Jpi41mmI5EPn1bFYJRJXF,spotify:artist:1eClJfHLoDI4rZe5HxzBFv
Jericho,The Band,spotify:album:0RLw5OMSYJ9FNUJvBTfHzU,spotify:artist:4vpDg7Y7fU982Ds30zawDA
The Yellow Shark,Frank Zappa,spotify:album:4VRRvBdZNnQGAmNN2fHhVh,spotify:artist:6ra4GIOgCZQZMOaUECftGN
Espresso Logic,Chris Rea,spotify:album:26G1r1aPVXZxn4n3H4FE5B,spotify:artist:5KEG7G8LDYlHgFDqZyEEs2
Live at Donington,Iron Maiden,spotify:album:2oL2sDoViMPkZR3iP9cpGQ,spotify:artist:6mdiAmATAx73kdxrNrnlao
Paul Is Live,Paul McCartney,spotify:album:0WyW74HdFyreKdQT8nLKD2,spotify:artist:4STHEaNw4mPZ2tzheohgXB
Both Sides,Phil Collins,spotify:album:6ZqIHdXihVs8ZTaENaN7nZ,spotify:artist:4lxfqrEsLX6N1N4OCSkILp
Enter the Wu-Tang (36 Chambers),Wu-Tang Clan,spotify:album:6acGx168JViE5LLFR1rGRE,spotify:artist:34EP7KEpOjXcM2TCat1ISk
12 Play,R. Kelly,spotify:album:11UWeyxXNreHeZwEViqs3y,spotify:artist:2mxe0TnaNL039ysAj51xPQ
Intimacy,Jody Watley,spotify:album:4qZ6GBzKLKW0fpvufrwaWg,spotify:artist:71aKjsWKYqASAffyIQaocZ
Love Tara,Eric's Trip,spotify:album:0nJTDnAk73T3ctX1SRS9Xz,spotify:artist:5nzD0ZoeBRaeAZYaPt2DBs
Midnight Marauders,A Tribe Called Quest,spotify:album:4v5x3Oo3UjQ9YmF3hRAip5,spotify:artist:09hVIj6vWgoCDtT03h8ZCa
Poetenes Evangelium,Morten Harket,spotify:album:5pKHH82nMPYyzViIbf1key,spotify:artist:08t5VdmH6cpxHXUmb9bFeP
Black Reign,Queen Latifah,spotify:album:7fSY44jcjgt6jGzSQdZZjJ,spotify:artist:5m7wCUhYhBh7A3A3YMxrbt
Desire Walks On,Heart,spotify:album:5jBozywln355lzBZ4BO1fg,spotify:artist:34jw2BbxjoYalTp8cJFCPv
Hand on the Torch,Us3,spotify:album:45yBfkvzkJNjQVpsOe6JBS,spotify:artist:4LtIfuFeAamus9OOItuWDD
The One Thing,Michael Bolton,spotify:album:76UFgbtfCFi3mGjckycfvX,spotify:artist:6YHEMoNPbcheiWS2haGzkn
Shock of the Hour,MC Ren,spotify:album:0wqty9Dw629In50VkRHjg1,spotify:artist:4fbyGOEjViyE97W58eGEgU
Straight Up Sewaside,Das EFX,spotify:album:0IOZCTHj2A1bny1pLo4uRh,spotify:artist:0auu2itHTxEdAMRHvx7CyG
Dreams Never Die,Tiffany,spotify:album:5riEU0bHC9eEiIoZFUQrja,spotify:artist:4C3uGP8vRDzxrhJxZiOjTe
Nightcap,Jethro Tull,spotify:album:0NZf5JL8xVTgnIIuKJ7FGc,spotify:artist:6w6z8m4WXX7Tub4Rb6Lu7R
Duets,Elton John,spotify:album:7ptAfRrbwr8pzM1oeUsRea,spotify:artist:3PhoLpVuITZKcymswpck5b
Gypsy,Bette Midler,spotify:album:1wlcS4RppSZ9PL1II0nxOD,spotify:artist:13y0kncDD4J9wxCyfKr10W
High-Tech Redneck,George Jones,spotify:album:6fLNhEp2IrqUE1X97IM10h,spotify:artist:2OpqcUtj10HHvGG6h9VYC5
"Pale Sun, Crescent Moon",Cowboy Junkies,spotify:album:70WlSqx2xyz9t3fD97Kdx4,spotify:artist:3CYSRCHfilgR8DSbkCMp5j
The Sign,Ace of Base,spotify:album:5UwIyIyFzkM7wKeGtRJPgB,spotify:artist:5ksRONqssB7BR161NTtJAm
"""The Spaghetti Incident?""",Guns N' Roses,spotify:album:4ieR19hRkKeE81CalJPQNu,spotify:artist:3qm84nBOXUEQ2vnTfUTTFC
